name,ID,treatment_1,treatment_2,treatment_3,control_1,control_2,control_3
bg_1765,1765,99541826.78759632,52888425.01014204,8727327944.218962,44640469.09874167,1589431.534769969,16209315.51541258
bg_1766,1766,1678888700.4091637,572271408.9684535,398925194.2869885,31762179.88075127,173054806.53740287,693910745.215436
bg_1767,1767,18229661.701356836,99290372.16575988,9455818.925564969,124780784.8687384,31318906.90600796,18695322.668571625
bg_1768,1768,97006982.7510904,128602908.14137179,85188049.72292085,121320313.66018558,258807507.94733715,7832831.321519092
bg_1769,1769,271577685.0077517,133801631.88508677,553586973.6266339,158467837.71609408,328741043.35528547,43752022.60235282
bg_1770,1770,1204308416.9768207,18810156.01116593,17273054.468861643,1259813282.316238,182019544.52082318,425991323.5275856
bg_1771,1771,58224129.66223635,13684897.14343435,77914243.96525663,499717402.64605385,54362627.877640404,253412416.81609476
bg_1772,1772,60382478.37094817,905816325.9529973,233081918.9189465,200337064.97141537,4526734.40066987,31059758.7410328
bg_1773,1773,527768569.24176043,144831966.12326583,2056284.9564241602,8553630.2163267,502425207.2170625,28935718.393395215
bg_1774,1774,290171480.04772335,75124886.80376668,102325100.46657887,3431646488.6943564,3569292495.021474,93248580.26462385
bg_1775,1775,340630090.17150545,281030846.389323,81808722.32568333,19700919.417767886,163689286.16656727,47172127.002279215
bg_1776,1776,148623126.54836157,120449518.68308674,47127576.25552277,22668141.105805006,1209000999.3864508,30908184.29968981
bg_1777,1777,51252311.14211924,40956375.42669631,710261981.3762915,33160392.50432017,1257093494.7262282,98191580.70605513
bg_1778,1778,32390410.566514656,1307669.7561730952,592307811.8972175,547206759.9908348,780984401.0358689,37906793.36516207
bg_1779,1779,133603228.89642476,727264341.1762542,12687116.026690029,778859539.3768805,1137572330.170685,283971663.7183849
bg_1780,1780,123865557.18347935,186069610.61622044,99565156.23789768,121490844.82750693,51862318.855707005,88095624.15569307
bg_1781,1781,82988000.61917189,77156867.89300896,87315299.64867823,526720196.13020515,69795023.10726053,85469697.91398455
bg_1782,1782,285167408.8545033,157906643.0571686,88813050.41180149,67544086.20636845,250156798.1021316,224324017.18003106
bg_1783,1783,36399770.74315215,65420720.25579642,124037325.36520411,108245989.07694314,72036116.69728205,23404149.50620702
bg_1784,1784,293546468.5992314,109544266.72155306,205351235.63691738,290575617.13917375,92310712.3760323,37757692.41234928
bg_1785,1785,50544155.53981329,1908655174.574616,37813679.651387446,90497520.70067026,525870818.1704521,97799273.17987786
bg_1786,1786,976330953.287988,762764547.1267843,8727327948.495115,7273122.005636893,3182580140.8113027,28760612.33342368
bg_1787,1787,189873910.6721157,1039067926.4395467,548066867.5984501,215549716.80699462,986878033.5718789,20971816.947340757
bg_1788,1788,94313103.18877962,404415991.51247823,9277382.347159121,320218872.72909504,70210688.40745127,179864900.22490436
bg_1789,1789,1179413686.8562386,8925295.730293171,60193369.05457052,61602735.3666205,297084848.0852678,101891953.95247255
bg_1790,1790,25686164.222685315,33328979.629197173,372857854.22165734,483880976.0175095,420246027.354331,1174148829.2444177
bg_1791,1791,71877063.38775967,101970414.55863024,356631890.02553767,8182374.846220651,355439795.3545402,15698119.420658104
bg_1792,1792,1988635968.2942514,392717827.274641,289233347.890577,144745310.0220936,109887509.53476952,6565666.80446116
bg_1793,1793,14780087.338320252,29029122.408720955,52882526.796835996,209999437.5501707,249571965.012344,58449833.86007152
bg_1794,1794,34966820.096927196,86817345.9169833,608325170.403128,43193868.27816687,236906492.08572888,127494175.84380805
bg_1795,1795,95717439.84062892,669225641.6610907,39714921.920359895,3064091311.335212,343131199.6504259,246393734.10243946
bg_1796,1796,16282074.769281132,414546635.7855948,26549302.21777657,33806564.17849098,148788740.3064874,27016238.90063896
bg_1797,1797,38939255.22113375,106863264.29974669,61848462.99341302,969621056.5392425,319171002.50430137,87844690.39426751
bg_1798,1798,264322399.26007447,65197858.61327387,1751432992.6561272,14921717.734516695,2178644115.09994,280579889.9183692
bg_1799,1799,277865937.98941344,878368778.0297945,40728712.71179261,311199368.97908634,456061266.30531895,35932143.25405702
bg_1800,1800,65057923.11679972,11072005.014428124,104221332.82042618,25344179.141099878,1100226853.2219229,193388126.0416096
bg_1801,1801,278772243.9479213,370124914.95672035,53568370.26318241,3431646477.418967,52304742.76747086,38707563.67616348
bg_1802,1802,25319325.8639293,118993502.18452005,435833665.7588115,430598917.64063364,51628143.06800682,31059758.7410328
bg_1803,1803,106761979.26800191,5141104.126262095,8727327942.108788,135454667.67238817,111923427.99630094,229661229.4097637
bg_1804,1804,396109974.1818999,18676779.999035552,311169492.01665425,42991003.98185956,41361188.1893965,125570085.65993233
bg_1805,1805,57637535.89302443,64281180.3387164,8727327944.218962,30875081.47116382,2448003.0285601374,749777470.2290536
bg_1806,1806,1288422447.3596377,53443922.32858666,8727327941.718412,9813484.107124647,75766328.60163777,63263359.92161086
bg_1807,1807,453973070.60156316,206655249.30829334,150439688.7633009,174406702.4020295,200036679.6601704,97907847.0280601
bg_1808,1808,162960543.63072264,41962525.11041424,459890852.56795305,29931722.34042436,2286477911.2122927,343394528.75726676
bg_1809,1809,134513139.43347293,2571243778.970203,892695921.768584,48883615.27041983,1638825.3814268485,73414593.02182108
bg_1810,1810,573866351.831027,618874902.9636649,284058209.94195783,41586225.7300401,325831315.06134504,442253006.7582573
bg_1811,1811,822641251.7507036,364415706.28092194,2105267.7108130064,228294803.27894998,223797966.64610386,46761996.247670546
bg_1812,1812,8179144317.358912,881980792.5566301,2809673613.1687827,227809636.7827908,56352089.7701306,869848056.7535936
bg_1813,1813,938959928.1022371,186141551.08668485,21116166.449650355,87835877.4212293,267450545.05460566,740617388.2029587
bg_1814,1814,181538305.19578505,212883022.6382314,1423388030.4449766,21901292.657074004,48418539.18038547,176766319.28006423
bg_1815,1815,142986751.47528207,52602641.67216932,848149578.4926308,72511857.22713631,203290499.75980768,69403804.18057619
bg_1816,1816,4460307.7363139475,685530618.460369,4693831.215693029,18316118.233675893,40692488.612055175,146075357.11677265
bg_1817,1817,27903045.226540793,59023664.89166426,221114923.02148047,169026953.2527302,88816762.89559008,361058043.7078646
bg_1818,1818,22114170.059023608,1521299300.1574507,87612090.36895825,17506046.174183298,48853680.4994868,159520441.3934196
bg_1819,1819,144238522.6415772,70440696.04811335,313948532.5930613,423332011.56136847,3368321540.572704,65774486.27976441
bg_1820,1820,178810701.32602212,212103316.81725448,492495258.0830147,193518051.31751123,1711286152.0260808,24259485.397492193
bg_1821,1821,160491894.00396085,8738212.01722834,1217066739.505701,79329972.91273284,222281439.34605658,2524083112.811778
bg_1822,1822,146556010.9249294,111791014.59949993,183238467.2354327,530908878.53156,184954619.65895137,543898932.9430685
bg_1823,1823,491309008.9266712,451357521.64219654,5805642.619248332,179605694.697017,127007175.51683222,71759225.71321966
bg_1824,1824,654630086.9869174,924103903.6140012,273851363.02739644,48611673.77730014,597550311.5058774,118337718.31058572
bg_1825,1825,6969230053.242334,73864980.796522215,749665972.2324643,46785157.525492586,247772466.41982684,79606966.45841697
bg_1826,1826,59156204.963008754,67718107.00695036,28883169.338028554,119348496.44386056,38380267.43772319,388951561.8716729
bg_1827,1827,417653067.3808347,6370414.927144849,34997169.050095096,45111590.286773354,260360092.16383755,83846081.7506243
bg_1828,1828,91927688.3206003,64550235.03206145,611509246.8752923,1437599362.2344093,361535516.1363986,118162471.49324618
bg_1829,1829,48926228.535370454,453375122.510429,94141358.99149969,174650250.85658577,605823791.9861411,987150726.8348523
bg_1830,1830,23417693.443596683,1822221592.0571377,565481580.1640595,13909437.94466985,45417620.47811162,190778016.23496595
bg_1831,1831,51968058.35296938,273861027.1668306,57867357.84501499,3633983389.7113814,152772407.42653042,313770273.1812824
bg_1832,1832,24962433.838801984,216675951.87169605,404829920.1487192,555402196.968444,1484599275.5212312,35229786.61569257
bg_1833,1833,38749966.42389153,747233514.0107727,218903733.5140956,58158910.53998382,7388172.851073308,73805647.38815072
bg_1834,1834,48732686.36193706,2265823.8120105104,650495303.9121859,54256893.19904699,42061975.97061453,94596096.04378884
bg_1835,1835,406335559.5336161,43937193.864358634,176631984.1953033,2050731555.2437496,40976823.18963051,466456742.25850606
bg_1836,1836,365383820.83329314,142442100.05671266,359290541.5142476,1271348654.049991,1275485286.6413658,112165732.8998885
bg_1837,1837,23302317.418816134,128752422.74728611,332083065.21927965,305819357.9761283,96045610.35826328,25444536.83885418
bg_1838,1838,32692098.16929815,352871195.6087986,926686546.3972838,442333823.52861303,147556384.14343306,36240400.71154603
bg_1839,1839,122158503.72652206,85035868.18986149,479689154.6062412,101806158.58152944,48712099.032601096,75655017.04756506
bg_1840,1840,6928251.182606768,7321655227.619838,27796407.458753385,1102218736.0068114,1253883848.2716327,4466543988.496452
bg_1841,1841,544622021.4991888,113890473.13545546,61910389.9888586,229055072.34259212,314498511.8283659,160535935.35395306
bg_1842,1842,1170780634.6975384,117182214.01707923,45741884.30831419,54276320.35287905,188343540.99279177,418141145.04187715
bg_1843,1843,5366509957.759521,53098352.091622815,32932039.222377397,38211450.8975501,100108660.7677526,196972226.8608643
bg_1844,1844,22651184.29399202,1020658025.3259993,356362786.84573925,92066718.804274,39488579.702376686,112282050.25093135
bg_1845,1845,441298520.47041374,7321655209.179574,2994755.825934374,458621503.29230213,167762201.85167038,103667934.02536204
bg_1846,1846,40033581.67932526,126073290.74591209,325430039.324108,53007214.63413198,610416302.4698012,107210058.99680868
bg_1847,1847,51252311.14211924,18810156.01116593,10002464.306725215,33829197.95852485,279376339.38834953,83573118.17467386
bg_1848,1848,48798924.24812932,43067729.11842344,173059147.14754415,83140806.21748063,12356639.112959504,277946682.4020589
bg_1849,1849,27300841.965185814,16204453.029935677,47247791.21849473,306211278.6742749,21212887.46505752,15579952.527597735
bg_1850,1850,372399644.71429306,60700443.057832494,10275083.443911007,17299668.23556352,83922956.24583559,93450106.00361453
bg_1851,1851,155879834.074293,17088394.00062968,158497775.5892357,3576446113.998203,723695241.8904067,2427828944.109196
bg_1852,1852,113596698.77203713,87172814.72394198,225449629.28150904,206552182.44419995,76323023.6514163,16023704.258751059
bg_1853,1853,252892018.34516102,12340153.609497914,21727018.258666288,670506229.3495823,48190523.9861826,357273123.6830047
bg_1854,1854,94137505.45279664,803659603.2337353,146634806.08029222,322185952.7589898,455378398.5697036,57172033.10713021
bg_1855,1855,62295180.58828489,2145216.093087066,11593106.882565193,432245315.7070913,60059471.128967285,32558925.58922063
bg_1856,1856,123852389.7236427,55506232.57549123,36251768.33808798,75001996.10355093,35656835.029813804,23575319.025722656
bg_1857,1857,6543894.23164932,307769070.8903165,545996033.4963174,28114914.930746306,1319921569.2841434,4466543992.79487
bg_1858,1858,17842982.944484778,1142802437.2132359,71729699.30029811,553124029.923539,48247069.85001369,296275273.8029273
bg_1859,1859,413194318.5139275,21698401.410193462,87020641.2900576,65986684.403375074,211588918.43882608,3232801.0226457245
bg_1860,1860,367076865.4577896,76807243.03639661,54957499.311811,94646747.77270734,82048451.56628625,106285067.50220227
bg_1861,1861,166031674.21524802,7321655218.415357,50759995.52514736,1474747681.2890718,91283814.53209676,78544541.90032819
bg_1862,1862,166016199.6811693,39682584.11675565,57891865.72876243,3431646488.815383,140159031.26572964,154191254.81908378
bg_1863,1863,8359765869.652636,343350037.74122256,883066790.3664061,486276979.9197421,10502050.909798605,45925882.85172279
bg_1864,1864,470643771.2420118,122563266.35139789,42529290.525508605,466916054.9167432,101586941.5883041,170108423.75384477
bg_1865,1865,41213930.80518014,245752273.41322932,218903733.5140956,270356151.4600355,37506980.1815557,64093918.26396456
bg_1866,1866,33472139.77022252,4038552006.563163,407855529.9472942,158963660.73352933,57266713.23159592,732828451.6025283
bg_1867,1867,56241094.460556,146291535.1912617,452623801.22256726,264911213.58295032,53864298.27658049,23517818.15069855
bg_1868,1868,79668231.37360321,1300630018.9664018,1002316317.5624201,98142997.06181784,147206622.93443295,40637399.299765445
bg_1869,1869,58018439.72193223,126461071.4258339,22280636.048926763,422638159.0525001,120752162.06250246,1063941468.3333284
bg_1870,1870,29002442.73424575,7321655213.254106,3381690492.1194115,170302066.1307829,105568782.22530586,519430237.21062905
bg_1871,1871,93424022.28262617,11072005.014428124,9163116.25457363,47678465.32983357,430564959.85128695,234274148.68896335
bg_1872,1872,244243461.44634274,624686945.3942658,209667306.81489247,112848569.8511185,226205403.73837134,31733213.448879577
bg_1873,1873,58247966.37026024,83891551.46439406,15279715.664345078,135709899.45235065,18004260.041813537,140595227.2182505
bg_1874,1874,58140047.257605135,30062988.40788188,34997169.050095096,144206926.84714538,79291478.37014267,97602531.70376128
bg_1875,1875,56052424.29978756,5350551.3740857225,1376043910.0117722,15427590.453128174,162800483.04085684,16461250.54241022
bg_1876,1876,67890222.73196544,23870325.746002685,90836950.55996455,55364704.42456468,1141018707.9695196,7922218.181598485
bg_1877,1877,228514386.28127766,148453202.18403274,64819892.349070594,522184286.7758477,155079243.48351073,86115897.65839714
bg_1878,1878,49793593.76609718,122732416.03361891,101207310.64163834,159989330.7346419,57713802.194163926,476849682.972114
bg_1879,1879,185106183.16423213,20114003.608506173,658720002.8127118,59480959.85135239,160436099.9871227,347299245.74815345
bg_1880,1880,73483696.84635435,101688405.48922437,260798683.97828403,294131251.1186276,74293857.95608974,314808961.475206
bg_1881,1881,138569437.2229257,8738212.01722834,114110473.87348738,203200971.21150768,629873800.1606395,55986150.27707694
bg_1882,1882,36132186.16857745,81563252.23103602,144634035.95138776,350286357.9357388,873668789.4111812,170480808.30134225
bg_1883,1883,57139177.57048256,358645428.5345419,68604948.73920429,252453270.03435484,1852807545.2611754,73433538.4109335
bg_1884,1884,537599913.3690917,440282641.40025145,143654300.4935889,240763058.59194204,82764752.68314017,896293235.1824363
bg_1885,1885,63407923.919607066,61313897.58157061,20648176.92316361,259406083.36182183,308826066.6944752,97532547.2187693
bg_1886,1886,468524200.66955864,224689081.09549657,41415263.87213793,82958461.43302551,354346996.4028012,4466543990.92181
bg_1887,1887,147038260.53771284,53176255.41425001,170138493.86773887,273901810.4507235,1428490863.807099,14492288.209301881
bg_1888,1888,9021485.03353093,79769496.31017004,35804326.180827245,82889446.04181078,622598954.9212288,11488892.737213204
bg_1889,1889,53323570.124703,1625728616.1711674,139263691.96527427,103351772.87844884,821399208.0964084,73414593.02182108
bg_1890,1890,58378910.82735885,113237537.49957268,410042251.33555853,142661692.4697348,266529457.3987195,730774032.2374358
bg_1891,1891,691771468.5767347,95767351.71064302,523418014.589726,194441612.1284086,102422610.4939919,538123150.0018773
bg_1892,1892,1631673601.8133025,181445557.77856722,18224477.193966955,29513956.031653684,166988346.70136756,13164425.350553112
bg_1893,1893,137141428.5958002,169200107.1237282,321779309.8377894,21713734.61933339,2463138586.3609834,268805626.510556
bg_1894,1894,2720537.132464208,17740050.57115743,93860049.27224258,59529699.95913687,3635073029.5000157,314355773.6533281
bg_1895,1895,146418351.02179652,91970971.45249723,31449664.350826446,237391099.34008962,509409658.8059132,267933725.73691487
bg_1896,1896,3476111.0683835917,55001565.041082345,1013590681.5379534,132648029.91701926,196467393.49206808,516130027.9910958
bg_1897,1897,571177090.6745843,45315516.83241208,3125431432.223737,83199683.66359746,1153286016.3685515,363524254.8444782
bg_1898,1898,429438824.1612193,122563266.35139789,28927540.599082906,42294780.929577865,2463138586.3609834,443242699.0438907
bg_1899,1899,1408462793.5425217,257949114.7980693,19790456.617724326,218507519.39750832,8243460.78045422,1552289681.3104653
bg_1900,1900,165802282.54051167,444159977.3953363,21399410.955581345,336202249.28633916,560114298.7147,598890139.3994466
bg_1901,1901,309380617.15345764,79527711.20258741,96151412.74178173,145327031.7678651,440609449.2625912,52317446.025984496
bg_1902,1902,44600414.70749571,551697637.021659,1524701759.6018584,163044977.56818184,56600151.046336316,203812450.82576972
bg_1903,1903,1573468326.3459122,164646882.47925678,150433925.13726863,1894463745.8841844,541370410.281582,1334277951.6320937
bg_1904,1904,248114997.4433974,63787559.38726921,594688428.1224458,51238915.46932729,150175671.40870762,426668533.7585399
bg_1905,1905,612722808.6971775,80045772.89643224,78990390.6311999,1829581456.8839123,3182580153.247474,136653783.396762
bg_1906,1906,166651765.48467118,77125370.35200673,68079445.119171,145327031.7678651,89674674.6623641,114078911.33781199
bg_1907,1907,279687342.28006035,376860596.5829411,221172770.61048383,1242211253.9915679,84716614.86606918,271494863.2237328
bg_1908,1908,68746632.70853424,1220071898.863161,160414958.58712652,526720196.13020515,101275868.77190268,49291942.25995013
bg_1909,1909,56214970.909763925,317838383.78660196,29007727.770707607,108332525.39835298,130338077.99083306,482989664.72505915
bg_1910,1910,27308504.80337072,33358076.186920717,35845141.42794045,3431646484.6379175,212196321.09273672,51426685.06715141
bg_1911,1911,68092850.4378485,7321655215.371142,167773673.0338156,120451832.50402561,14436997.454467721,218114992.30356044
bg_1912,1912,65856761.816251144,206373096.27935237,312908206.7533042,22967516.045983136,65412423.80425337,66602830.435760826
bg_1913,1913,56774236.2422254,78260071.0046421,2825745.193435941,17035518.36484299,1251681666.8155162,1095422434.592203
bg_1914,1914,1495131577.5643592,560938687.0890747,45293852.592186704,3576446114.2400002,104974879.39972268,2649673935.6716228
bg_1915,1915,225240678.90187258,45553690.58031162,10718423.341907535,776449136.611806,3182580140.603009,12262048.111002686
bg_1916,1916,139171683.89173633,237680165.63733974,238572083.06885615,90308847.36824651,254898477.56847432,37495521.05325983
bg_1917,1917,8359765866.584117,541984759.0104948,41011902.642136216,66157326.31481593,128280238.16754492,199526104.48828045
bg_1918,1918,145592732.03199974,7321655213.1449785,221988437.46790004,38684798.84316106,580137505.8121403,950601777.3219204
bg_1919,1919,127471481.21180049,17689422.756213892,99095816.41235256,127670829.89233646,421710227.7294765,1211714314.509434
bg_1920,1920,220719820.8166911,187294502.3400996,55131249.67282266,68141613.72441627,741147834.9952687,1321091901.4398463
bg_1921,1921,102650014.66462573,102365789.66109638,106263646.02954943,580177750.7191826,854161067.1082102,35619707.39250166
bg_1922,1922,688715424.4473804,532130416.40185416,29041149.782859758,161107887.96675363,4945601.502986181,254081462.16505125
bg_1923,1923,13199999.485394068,2995840472.221654,16188324.092060085,13191732.779820481,1424856619.8169541,15732460.386601318
bg_1924,1924,25342818.43045749,352204671.04144585,201861061.0059169,14630180.614414193,115949865.26360762,51079496.80514414
bg_1925,1925,59862795.56369692,106865124.12474152,47972166.30019179,131732434.20205297,789357348.6094552,267542130.61801445
bg_1926,1926,161274397.63800955,2439847901.268062,545701391.6146111,62118119.66555621,49290807.4859913,158408920.427383
bg_1927,1927,1742294853.6428032,99199407.81984913,111890271.71880032,1009021728.7831137,241801036.50476307,201400782.45491013
bg_1928,1928,48530757.09176012,358645428.5345419,91281695.46831946,171505165.29915658,3182580148.8003316,254369674.5227525
bg_1929,1929,48040432.285134144,73822160.49905917,46348281.17647769,264031543.41238695,134913285.96554664,2590992633.299065
bg_1930,1930,51079488.57851362,539141349.1771086,216493622.2701274,566817542.8510745,92288668.03092031,281094366.2309606
bg_1931,1931,596457708.1921823,98562086.94464606,163670844.543583,88488853.1167968,76961676.77113716,77319327.03503715
bg_1932,1932,240145531.4006182,346233380.68333316,79986661.73784582,15072024.17759359,95522790.27261591,110878886.5106487
bg_1933,1933,888155877.6528997,206703826.09401366,8727327942.569979,9257223.550816892,48438248.17527057,2726780488.1096725
bg_1934,1934,85883410.34449425,483269034.71710366,12333125.449989384,1057522465.8039036,57746421.77591944,123739004.761067
bg_1935,1935,17089918.17842129,52277280.460922465,60186762.114677206,144886054.29374394,28391604.87070557,114950072.45927514
bg_1936,1936,256392821.1339321,44699893.18558635,19884481.534198564,86855728.96082321,214033831.10405606,91368529.30679658
bg_1937,1937,466689612.60998046,897453169.0048945,8727327949.61486,29306294.6216931,673801277.2661636,241402503.96379885
bg_1938,1938,137537914.9327934,243306768.24582556,106757117.15507011,116409894.70895684,353005208.6969022,235517623.7314693
bg_1939,1939,56214970.909763925,158793603.44250488,130965688.51496933,169920132.77855414,198130228.0269972,395434247.1005213
bg_1940,1940,64302082.35612425,95846993.30463305,83328512.82903183,467090515.72556424,314626555.64217335,267452422.2680128
bg_1941,1941,258964897.94406593,55801124.11662083,33921836.15134373,57342033.99676639,50793356.210859105,47928388.314179435
bg_1942,1942,409185591.116679,107099432.4362552,56260711.02199601,97668595.89473227,42681191.30158867,116371302.61188968
bg_1943,1943,226314587.3569744,21493059.673956852,250764494.19765317,1132274269.4075105,398775391.16682947,201415197.61968395
bg_1944,1944,503737965.6545563,190656788.75642014,21844604.42492233,517081015.6270868,364421739.5933932,29194590.07240622
bg_1945,1945,106038083.53786846,454180897.32657754,140802060.65456995,115918228.48291129,40483512.906440936,122372925.16082554
bg_1946,1946,474879899.8874987,90150284.15362926,12745842.793058058,345545594.1177414,19545293.960858766,20830589.456028674
bg_1947,1947,14512287.27200281,109013831.9212339,9445116.161403073,54473196.58906681,459820346.17334485,1738618854.784503
bg_1948,1948,299807024.30251133,82358801.34045461,223665942.30002347,526011596.2212092,551106552.4310231,27012966.8390581
bg_1949,1949,29040457.563513,743095246.1031171,3821308.158372061,23561203.190530743,108091728.85610801,297547691.12468964
bg_1950,1950,342453833.4009552,12182554.230704349,140047397.66483226,19503916.6435653,3182580143.9019184,29504366.014594756
bg_1951,1951,58616429.28302298,610275396.6843132,63202410.1628151,13792957.082844567,3182580147.0306563,73433538.4109335
bg_1952,1952,53540091.34537035,85682328.32292287,57803709.55823405,20303166.856998652,255248757.86642456,74925372.72387114
bg_1953,1953,389469393.6474909,164166746.4716387,312804298.79693794,53586280.33813048,142642994.8341165,90137544.99141258
bg_1954,1954,121040418.24888006,92201792.59705669,39397268.15405442,106108653.01491068,46790947.62645369,41062046.92099445
bg_1955,1955,433321641.5654755,959117560.3178967,143647787.38530928,93110792.58291249,144271786.39579588,175550609.11699414
bg_1956,1956,98304948.00739206,45739715.36889096,53806675.93705914,87139818.67008144,18417074.150352124,23041669.976768542
bg_1957,1957,331897565.01406056,58599974.41270739,305801570.78085387,337297982.4007345,5912828.159286842,464887320.4306964
bg_1958,1958,226679163.75478706,122659145.38801238,32358447.41902424,284037369.5545594,11971978.586042358,95841757.51984449
bg_1959,1959,255419007.45364496,782759132.5041373,23448502.70081243,471270495.0068361,49839320.29125995,140283796.36881125
bg_1960,1960,77300675.7927964,33551970.510430276,4482868.619753761,260985482.4648501,1406664446.6824536,321727817.3863101
bg_1961,1961,119578430.51633428,34746799.34263871,61835344.98786896,261654295.52530336,15271341.032010896,70683422.36593956
bg_1962,1962,269113477.53612566,1211395096.7331765,8685453.91695892,239016024.92436466,168538213.39655936,83636186.1572203
bg_1963,1963,175715714.06743577,114576642.02210861,194680972.7754767,29341545.05339265,9987057.508856857,102682763.82576182
bg_1964,1964,85761933.03918801,1164894759.341731,69456884.02369772,25540015.437832072,31066019.1681509,79515054.21395002
bg_1965,1965,148222107.42171344,52602641.67216932,313845721.88402325,203742846.19752428,54142150.72159386,1701349610.651574
bg_1966,1966,108613440.61824644,92903876.76499726,178419857.37254444,470547764.49876976,267395978.6559382,163592490.5284058
bg_1967,1967,43284070.8566646,32683150.378851186,135021778.35874686,799443366.9830441,293902066.2495682,81793223.75193669
bg_1968,1968,733669772.4160146,349043871.461176,80979545.02878493,86460159.36981465,15806784.928439269,216059616.59209993
bg_1969,1969,744038064.9193946,487963560.39371645,233486698.6280883,989600692.4179522,41184374.05024536,48148932.673235364
bg_1970,1970,157747809.05230907,353157867.00375825,7692754.215958893,933574736.3961287,239207720.6775911,41058445.0695727
bg_1971,1971,99295592.22196293,35188142.16185494,34395299.92874106,143319457.78759003,96385356.93219407,596710611.3115543
bg_1972,1972,41301740.94751036,64908857.63548032,428109488.06355107,232206579.10962325,72448244.65411015,33665755.27602097
bg_1973,1973,122631474.16343886,297595740.7385549,279255231.3614322,272199899.2700322,182416384.9281944,124076377.8022023
bg_1974,1974,117842343.02899203,47129500.358416095,241828435.07253063,918468013.3126833,66934063.22971235,31395844.37724827
bg_1975,1975,22767385.779273506,11944805.06041342,23649905.991618123,139074818.39848205,61516936.57158536,162721087.77866155
bg_1976,1976,851782450.624192,136390248.77278924,22116014.02392211,86231642.79372367,96667166.85928544,219054593.27233738
bg_1977,1977,29773019.38988007,1132728573.0905328,77857184.13807109,118778666.18400447,19275729.788566757,952943643.1437755
bg_1978,1978,481932409.6149633,235104527.1297418,79986661.73784582,78900553.71690755,346125718.4485508,113880355.41467997
bg_1979,1979,109875166.79080412,71436892.30311556,21154016.56158419,17586886.35659214,3182580147.996922,565745505.449499
bg_1980,1980,256218480.8638915,219860927.109965,193217647.86737576,2986360381.7509594,1343685712.2331245,42547213.96424284
bg_1981,1981,149583245.85528964,88562852.87843303,213368849.98479086,340614774.29184544,10504314.627363322,103144392.96469577
bg_1982,1982,798298730.1160073,32343526.13071328,280658247.65251166,240906524.48358867,929352487.4607387,132403224.42979705
bg_1983,1983,681624466.9614975,130551173.2038724,652005451.7756157,81093710.17661896,140298474.7463575,137524398.349838
bg_1984,1984,66317897.14324566,13921981.019916339,1713480397.2465794,32862528.64110194,215241921.94828522,28065955.25642547
bg_1985,1985,58049978.36693325,589987942.5856348,21378356.709146336,15309420.439529067,148335708.23158485,47138073.2521931
bg_1986,1986,987630878.8740296,1209617416.0212784,83177911.5596465,46446942.026052594,626768540.1032012,492109007.0444625
bg_1987,1987,119235207.63362929,364302255.37441784,297658874.9405366,989482345.2666975,82699962.62057689,21600621.972145736
bg_1988,1988,1976632919.875669,1307407567.8682637,799368363.0252055,38528104.482567534,987238171.7383771,530291544.5402064
bg_1989,1989,708208441.2249987,929455087.5540063,70268288.8805323,88779460.56145343,45715218.912940636,199547901.19349107
bg_1990,1990,2308279661.0707183,315888477.1368273,57525002.499522164,3576446104.7976995,244161180.90917853,331306242.5730079
bg_1991,1991,958267211.453372,39623762.44533583,28965757.6869806,333854369.64035726,26885174.04309731,37342326.92731698
bg_1992,1992,79418649.17158403,148207523.38807333,13400422.535556013,303792791.7672803,108696355.18942606,243309457.26441124
bg_1993,1993,184540364.40113282,865689326.8352426,51796602.94777617,15623820.54013318,1090339357.6115832,297220091.2958631
bg_1994,1994,115852875.05225259,480264039.6105501,219157708.36566833,130497777.74623938,54809972.51225128,100789478.23466267
bg_1995,1995,617127172.3367991,111439285.74769689,425749419.8862417,377317654.7284732,147402506.19137356,180030378.80349612
bg_1996,1996,161183669.59539142,349493639.94433904,149231877.37612683,60006956.49952647,75788203.65178397,124956701.01044504
bg_1997,1997,112555189.8508264,31163106.766181786,141957271.52493924,19713763.748785414,70648620.95239575,40569531.266051054
bg_1998,1998,87610482.52516133,1059062894.79567,80188739.0158789,24800325.72564427,90120678.4817621,430632267.7151239
bg_1999,1999,111626062.15328744,330613432.9181058,146525168.96142334,802715346.2800727,1812799369.0721362,514253484.38223386
bg_2000,2000,46596752.90291514,172657209.39475343,178561074.78038248,20976806.65167537,110010893.28736429,1122229706.7199554
bg_2001,2001,2836208097.1123967,74854802.07952881,75356026.31762744,96096684.49067546,10744015.569495687,12532896.397012096
bg_2002,2002,1108132074.1772864,31368135.688931037,1169530248.9393868,98340818.49230534,224119383.48782715,854993341.8834809
bg_2003,2003,31533963.09748129,9395757539.510397,9771420.957468485,48877720.276656054,7205984.130270917,22904344.64049184
bg_2004,2004,164999369.74943754,26999050.517691955,117956944.6994288,33548279.213587016,44483202.03874418,241609487.93134287
bg_2005,2005,111449212.01241519,253385937.32397687,158164716.1219277,149421012.16630897,76323023.6514163,16528571.866117273
bg_2006,2006,82060571.86392938,98379103.11434601,180583069.61223227,132881494.88733564,123057596.74379477,207742204.9003871
bg_2007,2007,206181489.75163245,20627491.327351455,33994873.84536377,190913420.37469074,1817229333.7231352,338181873.7973576
bg_2008,2008,1247759401.1335797,192263268.86476305,44737724.66465506,20641325.92602582,195132053.4807154,2203249447.148112
