,ID,Name,Formula,Compartment,Charge
3000,CE4874_m,"5Beta-Cholestane-3Alpha,7Alpha,12Alpha,27,27-Pentaol",C27H48O5,m,0
3001,C14826_c,"(9Z)-12,13-Epoxyoctadecenoic acid (12(13)-EpOME)",C18H31O3,c,-1
3002,CE2049_c,"12,13-Hydroxyoctadec-9(Z)-Enoate",C18H33O4,c,-1
3003,C14825_c," 9,10-Epoxyoctadecenoic acid (9(10)-EpOME)",C18H31O3,c,-1
3004,CE2047_c,"9,10-Hydroxyoctadec-12(Z)-Enoate",C18H33O4,c,-1
3005,cdpea_e,Cytidine-5'-Diphosphate-Ethanolamine,C11H19N4O11P2,e,-1
3006,12dgr120_e,"1,2-Diacyl-Sn-Glycerol (Didodecanoyl, N-C12:0)",C27H52O5,e,0
3007,C14768_c,"5,6-Epoxy-8,11,14-eicosatrienoic Acid",C20H31O3,c,-1
3008,C14770_c,"11,12-Epoxyeicosatrienoic Acid",C20H31O3,c,-1
3009,C14769_c,"8,9-Epoxyeicosatrienoic Acid",C20H31O3,c,-1
3010,C14771_c,"14,15-Epoxy-5,8,11-Eicosatrienoic Acid",C20H31O3,c,-1
3011,CE2445_c,"6-Trans-Leukotriene B4 (5S,12R-Dihydroxy-6E,8E,10E,14Z-Eicosatetraenoic Acid)",C20H31O4,c,-1
3012,CE5178_c,5-Oxo-6-Trans-Leukotriene B4,C20H29O4,c,-1
3013,C11821_c,5-Hydroxyisourate,C5H4N4O4,c,0
3014,dmpp_c,Dimethylallyl Diphosphate,C5H10O7P2,c,-2
3015,CE1925_e,3'-Carboxy-Alpha-Chromanol,C16H21O4,e,-1
3016,CE5853_e,Alpha-Cehc-Glucuronide,C22H29O10,e,-1
3017,C04717_c,13-L-Hydroperoxylinoleic Acid,C18H31O4,c,-1
3018,C01601_c,Nonanoic Acid,C9H17O2,c,-1
3019,CE6504_c,"1-Hydroperoxy-8-Carboxyoctyl 3,4-Epoxynon-(2E)-Enyl Ether",C18H31O6,c,-1
3020,CE2006_c,4-Hydroxy-2-Nonenal,C9H16O2,c,0
3021,CE6506_c,"3,4-Epoxynonanal",C9H16O2,c,0
3022,C08261_c,Azelaic Acid,C9H14O4,c,-2
3023,CE4876_r,Delta12-Prostaglandin J2,C20H29O4,r,-1
3024,CE5304_c,15-Deoxy-Pgd2,C20H29O4,c,-1
3025,CE4876_c,Delta12-Prostaglandin J2,C20H29O4,c,-1
3026,CE5944_c,"10,11-Dihydro-12-Oxo-Ltb4",C20H31O4,c,-1
3027,CE5944_m,"10,11-Dihydro-12-Oxo-Ltb4",C20H31O4,m,-1
3028,CE5944_x,"10,11-Dihydro-12-Oxo-Ltb4",C20H31O4,x,-1
3029,CE4987_c,"10,11-Dihydro-Leukotriene B4",C20H33O4,c,-1
3030,CE4988_c,"10,11-Dihydro-12-Epi-Leukotriene B4",C20H33O4,c,-1
3031,CE4988_m,"10,11-Dihydro-12-Epi-Leukotriene B4",C20H33O4,m,-1
3032,CE4988_x,"10,11-Dihydro-12-Epi-Leukotriene B4",C20H33O4,x,-1
3033,CE4989_c,"20-Oh-10,11-Dihydro-Leukotriene B4",C20H33O5,c,-1
3034,CE5945_c,"10,11-Dihydro-20-Dihydroxy-Leukotriene B4",C20H33O6,c,-1
3035,CE5946_c,"10,11-Dihydro-20-Trihydroxy-Leukotriene B4",C20H33O7,c,-1
3036,CE5947_c,"20-COOH-10,11-Dihydro-Leukotriene B4",C20H30O6,c,-2
3037,CE7097_c,"5-Oxo-12(S)-Hydroxy-Eicosa-6E,8Z,10E,14Z-Tetraenoate",C20H29O4,c,-1
3038,CE7097_m,"5-Oxo-12(S)-Hydroxy-Eicosa-6E,8Z,10E,14Z-Tetraenoate",C20H29O4,m,-1
3039,C04805_c,5-Hydroxyeicosatetraenoate,C20H31O3,c,-1
3040,C04805_r,5-Hydroxyeicosatetraenoate,C20H31O3,r,-1
3041,CE7096_c,"5,15-Dihydroxyeicosatetraenoic Acid",C20H31O4,c,-1
3042,CE2084_c,"5-Oxo-(6E,8Z,11Z,14Z)-Eicosatetraenoic Acid",C20H29O3,c,-1
3043,C04805_m,5-Hydroxyeicosatetraenoate,C20H31O3,m,-1
3044,CE2084_m,"5-Oxo-(6E,8Z,11Z,14Z)-Eicosatetraenoic Acid",C20H29O3,m,-1
3045,CE6508_c,5-Hydroperoxy-Epa,C20H29O4,c,-1
3046,CE7079_c,Leukotriene A5,C20H27O3,c,-1
3047,CE7091_c,15(S)-Hydroperoxy-Epe,C20H29O4,c,-1
3048,CE7091_r,15(S)-Hydroperoxy-Epe,C20H29O4,r,-1
3049,CE7082_c,"15(S)-(15R)-15-Hydroxyeicosa-5Z,8Z,11Z,13E,17Z-Pentaenoate",C20H29O3,c,-1
3050,CE7083_c,Leukotriene B5,C20H29O4,c,-1
3051,CE7085_c,"(+-)-5-Hydroxy-6E,8Z,11Z,14Z,17Z-Eicosapentaenoic Acid",C20H29O3,c,-1
3052,CE7088_c,Prostaglandin H3,C20H29O5,c,-1
3053,CE7081_r,"15R-Hydroxy-5Z,8Z,11Z,13E,17Z-Eicosapentaenoic Acid",C20H29O3,r,-1
3054,CE7090_c,"18R-Hydroxy-5Z,8Z,11Z,14Z,16E-Eicosapentaenoic Acid",C20H29O3,c,-1
3055,CE0347_c,12-Hydroxyeicosatetraenoate,C20H31O3,c,-1
3056,CE0347_r,12-Hydroxyeicosatetraenoate,C20H31O3,r,-1
3057,CE6247_c,"5,12,20-Trihete",C20H31O5,c,-1
3058,12HPET_e,"12-Hydroperoxyeicosa-5,8,10,14-tetraenoate",C20H31O4,e,-1
3059,C04849_e,"(5Z,9E,14Z)-(8Xi,11R,12S)-11,12-Epoxy-8-Hydroxyicosa-5,9,14-Trienoate",C20H31O4,e,-1
3060,leuktrB4wcooh_x,W-Carboxy Leukotriene B4,C20H28O6,x,-2
3061,CE6230_c,"15-Hydroperoxyeicosa-8Z,11Z,13E-Trienoate",C20H33O4,c,-1
3062,CE2537_c,"15-Hydroxy-(8Z,11Z,13E)-Eicosatrienoate",C20H33O3,c,-1
3063,CE6232_c,Prostaglandin G1,C20H33O6,c,-1
3064,CE6234_c,Prostaglandin H1,C20H33O5,c,-1
3065,CE5947_m,"20-COOH-10,11-Dihydro-Leukotriene B4",C20H30O6,m,-2
3066,CE5947_x,"20-COOH-10,11-Dihydro-Leukotriene B4",C20H30O6,x,-2
3067,dec24dicoa_m,"2,4-Decadienoyl Coenzyme A",C31H46N7O17P3S,m,-4
3068,dece3coa_m,3-Decenoyl Coenzyme A,C31H48N7O17P3S,m,-4
3069,CE2089_c,S-[2-Carboxy-1-(1 H-Imidazol-4-Yl)Ethyl]-L-Cysteine,C9H12N3O4S,c,-1
3070,CE2088_c,N-Acetyl-S-[2-Carboxy-1-(1 H-Imidazol-4-Yl)Ethyl]-L-Cysteine,C11H13N3O5S,c,-2
3071,urcan_c,Urocanate,C6H5N2O2,c,-1
3072,C05767_c,Uroporphyrin I,C40H30N4O16,c,-8
3073,2mb2coa_c,2-Methylcrotonoyl Coenzyme A,C26H38N7O17P3S,c,-4
3074,3hbcoa_R_c,(R)-3-Hydroxybutanoyl Coenzyme A,C25H38N7O18P3S,c,-4
3075,adpac_c,Adipic Acid,C6H8O4,c,-2
3076,adpcoa_c,Adipoyl Coenzyme A,C27H39N7O19P3S,c,-5
3077,adpac_x,Adipic Acid,C6H8O4,x,-2
3078,adpcoa_x,Adipoyl Coenzyme A,C27H39N7O19P3S,x,-5
3079,c6dc_x,Adipoyl Carnitine,C13H22NO6,x,-1
3080,3bcrn_c,3-Hydroxy Butyryl Carnitine,C11H21NO5,c,0
3081,3bcrn_e,3-Hydroxy Butyryl Carnitine,C11H21NO5,e,0
3082,c10crn_c,Decanoyl Carnitine,C17H33NO4,c,0
3083,c101coa_c,Decenoyl Coenzyme A,C31H48N7O17P3S,c,-4
3084,c101crn_c,Decenoyl Carnitine,C17H31NO4,c,0
3085,c101crn_e,Decenoyl Carnitine,C17H31NO4,e,0
3086,decdicoa_c,Decadienoyl Coenzyme A,C31H46N7O17P3S,c,-4
3087,decdicrn_c,Decadienoyl Carnitine,C17H29NO4,c,0
3088,c10crn_e,Decanoyl Carnitine,C17H33NO4,e,0
3089,c10dc_x,Sebacoyl Carnitine,C17H30NO6,x,-1
3090,c10dc_c,Sebacoyl Carnitine,C17H30NO6,c,-1
3091,sebcoa_c,Sebacoyl Coenzyme A,C31H47N7O19P3S,c,-5
3092,c10dc_e,Sebacoyl Carnitine,C17H30NO6,e,-1
3093,3hdcoa_c,(S)-3-Hydroxydecanoyl Coenzyme A,C31H50N7O18P3S,c,-4
3094,3deccrn_c,3-Hydroxydecanoylcarnitine,C17H33NO5,c,0
3095,ddeccrn_c,Lauroyl Carnitine,C19H37NO4,c,0
3096,dd2coa_c,Trans-Dodec-2-Enoyl Coenzyme A,C33H52N7O17P3S,c,-4
3097,ddece1crn_c,Dodecenoyl Carnitine,C19H35NO4,c,0
3098,c12dccoa_x,Dodecanedioyl Coenzyme A,C33H51N7O19P3S,x,-5
3099,dodecanac_x,Dodecanedioic Acid,C12H20O4,x,-2
3100,c12dccoa_c,Dodecanedioyl Coenzyme A,C33H51N7O19P3S,c,-5
3101,dodecanac_c,Dodecanedioic Acid,C12H20O4,c,-2
3102,c12dc_c,Dodecanedioyl Carnitine,C19H34NO6,c,-1
3103,c12dc_e,Dodecanedioyl Carnitine,C19H34NO6,e,-1
3104,3hddcoa_c,(S)-3-Hydroxydodecanoyl Coenzyme A,C33H54N7O18P3S,c,-4
3105,3ddcrn_c,3-Hydroxydodecanoylcarnitine,C19H37NO5,c,0
3106,3tetd7ecoa_m,3-Hydroxy Tetradecenoyl-7 Coenzyme A,C35H56N7O18P3S,m,-4
3107,3tetd7ecoa_c,3-Hydroxy Tetradecenoyl-7 Coenzyme A,C35H56N7O18P3S,c,-4
3108,tetdece1coa_c,Tetradecenoyl Coenzyme A,C35H56N7O17P3S,c,-4
3109,tetdece1crn_c,Tetradecenoyl Carnitine,C21H39NO4,c,0
3110,3tetd7ecoacrn_c,3-Hydroxy Tetradecenoyl-7-Carnitine,C21H39NO5,c,0
3111,3tetd7ecoacrn_e,3-Hydroxy Tetradecenoyl-7-Carnitine,C21H39NO5,e,0
3112,3ttetddcoa_m,"3-Hydroxy Trans5,8Tetradecadienoyl Coenzyme A",C35H54N7O18P3S,m,-4
3113,3ttetddcoa_c,"3-Hydroxy Trans5,8Tetradecadienoyl Coenzyme A",C35H54N7O18P3S,c,-4
3114,tetdec2coa_c,Tetradecadienoyl Coenzyme A,C35H54N7O17P3S,c,-4
3115,tetdec2crn_c,Tetradecadienoyl Carnitine,C21H37NO4,c,0
3116,3ttetddcoacrn_c,"3-Hydroxy Trans5,8Tetradecadienoyl Carnitine",C21H37NO5,c,0
3117,3ttetddcoacrn_e,"3-Hydroxy Trans5,8Tetradecadienoyl Carnitine",C21H37NO5,e,0
3118,3htdcoa_c,(S)-3-Hydroxytetradecanoyl Coenzyme A,C35H58N7O18P3S,c,-4
3119,3tdcrn_c,3-Hydroxy-Tetradecanoyl Carnitine,C21H41NO5,c,0
3120,3hdeccoa_c,3-Hydroxyhexadecenoyl Coenzyme A,C37H60N7O18P3S,c,-4
3121,3hdececrn_c,3-Hydroxyhexadecenoylcarnitine,C23H43NO5,c,0
3122,3thexddcoa_m,"3-Hydroxy Trans7,10-Hexadecadienoyl Coenzyme A",C37H58N7O18P3S,m,-4
3123,3thexddcoa_c,"3-Hydroxy Trans7,10-Hexadecadienoyl Coenzyme A",C37H58N7O18P3S,c,-4
3124,3thexddcoacrn_c,"3-Hydroxy Trans7,10-Hexadecadienoyl Carnitine",C23H41NO5,c,0
3125,3thexddcoacrn_e,"3-Hydroxy Trans7,10-Hexadecadienoyl Carnitine",C23H41NO5,e,0
3126,hexdicoa_c,Hexadecanedioyl Coenzyme A,C37H59N7O19P3S,c,-5
3127,c16dc_c,Hexadecanedioic Acid Mono-L-Carnitine Ester,C23H42NO6,c,-1
3128,c16dc_e,Hexadecanedioic Acid Mono-L-Carnitine Ester,C23H42NO6,e,-1
3129,3hexdcoa_c,3-Hydroxyhexadecanoyl Coenzyme A,C37H62N7O18P3S,c,-4
3130,3hexdcrn_c,3-Hydroxyhexadecanoylcarnitine,C23H45NO5,c,0
3131,3octdece1coa_c,3-Hydroxyoctadecenoyl Coenzyme A,C39H64N7O18P3S,c,-4
3132,3octdece1crn_c,3-Hydroxy-Octadecenoyl Carnitine,C25H47NO5,c,0
3133,3ocddcoa_c,3-Hydroxyoctadecadienoyl Coenzyme A,C39H62N7O18P3S,c,-4
3134,3octdec2crn_c,3-Hydroxyoctadecadienoylcarnitine,C25H45NO5,c,0
3135,3hodcoa_c,(S)-3-Hydroxyoctadecanoyl Coenzyme A,C39H66N7O18P3S,c,-4
3136,3octdeccrn_c,3-Hydroxyoctadecanoyl Carnitine,C25H49NO5,c,0
3137,c3dc_c,Malonyl Carnitine,C10H16NO6,c,-1
3138,c3dc_e,Malonyl Carnitine,C10H16NO6,e,-1
3139,c4crn_e,Butyryl Carnitine,C11H21NO4,e,0
3140,c4dc_x,Succinyl Carnitine,C11H18NO6,x,-1
3141,c4dc_c,Succinyl Carnitine,C11H18NO6,c,-1
3142,c4dc_e,Succinyl Carnitine,C11H18NO6,e,-1
3143,c4crn_x,Butyryl Carnitine,C11H21NO4,x,0
3144,btcoa_x,Butanoyl Coenzyme A,C25H38N7O17P3S,x,-4
3145,ivcoa_c,Isovaleryl Coenzyme A,C26H40N7O17P3S,c,-4
3146,ivcrn_c,Isovaleryl Carnitine,C12H23NO4,c,0
3147,c51crn_c,Tiglyl Carnitine,C12H21NO4,c,0
3148,c5dc_c,Glutaryl Carnitine,C12H20NO6,c,-1
3149,c5dc_e,Glutaryl Carnitine,C12H20NO6,e,-1
3150,hxcoa_c,Hexanoyl Coenzyme A (N-C6:0Coenzyme A),C27H42N7O17P3S,c,-4
3151,c6crn_c,Hexanoyl Carnitine,C13H25NO4,c,0
3152,hxcoa_x,Hexanoyl Coenzyme A (N-C6:0Coenzyme A),C27H42N7O17P3S,x,-4
3153,c6crn_x,Hexanoyl Carnitine,C13H25NO4,x,0
3154,c6crn_e,Hexanoyl Carnitine,C13H25NO4,e,0
3155,c6dc_c,Adipoyl Carnitine,C13H22NO6,c,-1
3156,c6dc_e,Adipoyl Carnitine,C13H22NO6,e,-1
3157,c81coa_c,Octenoyl Coenzyme A,C29H44N7O17P3S,c,-4
3158,c81crn_c,Octenoyl Carnitine,C15H27NO4,c,0
3159,c81crn_e,Octenoyl Carnitine,C15H27NO4,e,0
3160,c8crn_e,Octanoyl Carnitine,C15H29NO4,e,0
3161,sbcoa_c,Suberyl Coenzyme A,C29H43N7O19P3S,c,-5
3162,c8dc_c,Suberyl Carnitine,C15H26NO6,c,-1
3163,c8dc_e,Suberyl Carnitine,C15H26NO6,e,-1
3164,dca_r,Decanoate (N-C10:0),C10H19O2,r,-1
3165,3ddcrn_e,3-Hydroxydodecanoylcarnitine,C19H37NO5,e,0
3166,ddeccrn_e,Lauroyl Carnitine,C19H37NO4,e,0
3167,ddece1crn_e,Dodecenoyl Carnitine,C19H35NO4,e,0
3168,3deccrn_e,3-Hydroxydecanoylcarnitine,C17H33NO5,e,0
3169,decdicrn_e,Decadienoyl Carnitine,C17H29NO4,e,0
3170,doco13ecoa_c,13-Docosenoyl Coenzyme A,C43H72N7O17P3S,c,-4
3171,doco13ecoa_x,13-Docosenoyl Coenzyme A,C43H72N7O17P3S,x,-4
3172,doco13ac_e,13-Docosenoate,C22H41O2,e,-1
3173,docosac_e,Docosanoic Acid,C22H43O2,e,-1
3174,docosac_r,Docosanoic Acid,C22H43O2,r,-1
3175,docosdiac_r,Docosanedioicacid,C22H40O4,r,-2
3176,docosdiac_c,Docosanedioicacid,C22H40O4,c,-2
3177,docosdiac_e,Docosanedioicacid,C22H40O4,e,-2
3178,3hdececrn_e,3-Hydroxyhexadecenoylcarnitine,C23H43NO5,e,0
3179,3hexdcrn_e,3-Hydroxyhexadecanoylcarnitine,C23H45NO5,e,0
3180,3ivcrn_e,3-Hydroxy-Isovaleryl Carnitine,C12H23NO5,e,0
3181,3octdec2crn_e,3-Hydroxyoctadecadienoylcarnitine,C25H45NO5,e,0
3182,3octdeccrn_e,3-Hydroxyoctadecanoyl Carnitine,C25H49NO5,e,0
3183,3octdece1crn_e,3-Hydroxy-Octadecenoyl Carnitine,C25H47NO5,e,0
3184,3tdcrn_e,3-Hydroxy-Tetradecanoyl Carnitine,C21H41NO5,e,0
3185,c51crn_e,Tiglyl Carnitine,C12H21NO4,e,0
3186,ivcrn_e,Isovaleryl Carnitine,C12H23NO4,e,0
3187,tetdec2crn_e,Tetradecadienoyl Carnitine,C21H37NO4,e,0
3188,tetdece1crn_e,Tetradecenoyl Carnitine,C21H39NO4,e,0
3189,dece3coa_x,3-Decenoyl Coenzyme A,C31H48N7O17P3S,x,-4
3190,dec47dicoa_m,"4,7-Decadienoyl Coenzyme A",C31H46N7O17P3S,m,-4
3191,dectricoa_m,"2,4,7-Decatrienoyl Coenzyme A",C31H44N7O17P3S,m,-4
3192,dec47dicoa_x,"4,7-Decadienoyl Coenzyme A",C31H46N7O17P3S,x,-4
3193,dectricoa_x,"2,4,7-Decatrienoyl Coenzyme A",C31H44N7O17P3S,x,-4
3194,2decdicoa_m,"2,7-Decadienoyl Coenzyme A",C31H46N7O17P3S,m,-4
3195,octe5coa_m,5-Octenoyl Coenzyme A,C29H44N7O17P3S,m,-4
3196,2decdicoa_x,"2,7-Decadienoyl Coenzyme A",C31H46N7O17P3S,x,-4
3197,octe5coa_x,5-Octenoyl Coenzyme A,C29H44N7O17P3S,x,-4
3198,3decdicoa_m,"3,7-Decadienoyl Coenzyme A",C31H46N7O17P3S,m,-4
3199,3decdicoa_x,"3,7-Decadienoyl Coenzyme A",C31H46N7O17P3S,x,-4
3200,sebcoa_x,Sebacoyl Coenzyme A,C31H47N7O19P3S,x,-5
3201,sbcoa_x,Suberyl Coenzyme A,C29H43N7O19P3S,x,-5
3202,tmuncoa_x,"2,6,10-Trimethyl Undecanoyl Coenzyme A",C35H58N7O17P3S,x,-4
3203,undcoa_m,Undecanoyl Coenzyme A,C32H52N7O17P3S,m,-4
3204,noncoa_m,Nonanoyl Coenzyme A,C30H48N7O17P3S,m,-4
3205,dd5ecoa_m,5-Dodecenoyl Coenzyme A,C33H52N7O17P3S,m,-4
3206,dd3coa_x,Cis-Dodec-3-Enoyl Coenzyme A,C33H52N7O17P3S,x,-4
3207,2ddecdicoa_m,"2,6-Dodecadienoyl Coenzyme A",C33H50N7O17P3S,m,-4
3208,3ddecdicoa_m,"3,6-Dodecadienoyl Coenzyme A",C33H50N7O17P3S,m,-4
3209,2ddecdicoa_x,"2,6-Dodecadienoyl Coenzyme A",C33H50N7O17P3S,x,-4
3210,3ddecdicoa_x,"3,6-Dodecadienoyl Coenzyme A",C33H50N7O17P3S,x,-4
3211,2dodtricoa_m,"2,6,9-Dodecatrienoyl Coenzyme A",C33H48N7O17P3S,m,-4
3212,2dodtricoa_x,"2,6,9-Dodecatrienoyl Coenzyme A",C33H48N7O17P3S,x,-4
3213,3dodtricoa_m,"3,6,9-Dodecatrienoyl Coenzyme A",C33H48N7O17P3S,m,-4
3214,3dodtricoa_x,"3,6,9-Dodecatrienoyl Coenzyme A",C33H48N7O17P3S,x,-4
3215,c12dc_x,Dodecanedioyl Carnitine,C19H34NO6,x,-1
3216,tridcoa_m,Tridecanoyl Coenzyme A,C34H56N7O17P3S,m,-4
3217,tetd7ecoa_m,7-Tetradecenoyl Coenzyme A,C35H56N7O17P3S,m,-4
3218,tetde5coa_x,5-Tetradecenoyl Coenzyme A,C35H56N7O17P3S,x,-4
3219,tetdecdicoa_m,"5,8-Tetradecadienoyl Coenzyme A",C35H54N7O17P3S,m,-4
3220,tetdecdicoa_x,"5,8-Tetradecadienoyl Coenzyme A",C35H54N7O17P3S,x,-4
3221,ttetddcoa_m,"Trans5,8Tetradecadienoyl Coenzyme A",C35H54N7O18P3S,m,-4
3222,5tedtricoa_m,"5,8,11-Tetradecatrienoyl Coenzyme A",C35H52N7O17P3S,m,-4
3223,5tedtricoa_x,"5,8,11-Tetradecatrienoyl Coenzyme A",C35H52N7O17P3S,x,-4
3224,c14dccoa_x,Tetradecanedioyl Coenzyme A,C35H55N7O19P3S,x,-5
3225,hexde7coa_x,7-Hexadecenoyl Coenzyme A,C37H60N7O17P3S,x,-4
3226,3hdeccoa_m,3-Hydroxyhexadecenoyl Coenzyme A,C37H60N7O18P3S,m,-4
3227,hexddcoa_m,"7,10-Hexadecadienoyl Coenzyme A",C37H58N7O17P3S,m,-4
3228,thexddcoa_m,"Trans7,10-Hexadecadienoyl Coenzyme A",C37H58N7O17P3S,m,-4
3229,2hexdtricoa_x,"2,7,10-Hexadecatrienoyl Coenzyme A",C37H56N7O17P3S,x,-4
3230,hexdtrcoa_m,"7,10,13-Hexadecatrienoyl Coenzyme A",C37H56N7O17P3S,m,-4
3231,4hexdtricoa_m,"4,7,10-Hexadecatrienoyl Coenzyme A",C37H56N7O17P3S,m,-4
3232,hexdectecoa_m,"2,4,7,10-Hexadecatetraenoyl Coenzyme A",C37H54N7O17P3S,m,-4
3233,4hexdtricoa_x,"4,7,10-Hexadecatrienoyl Coenzyme A",C37H56N7O17P3S,x,-4
3234,hexdectecoa_x,"2,4,7,10-Hexadecatetraenoyl Coenzyme A",C37H54N7O17P3S,x,-4
3235,2hexdtricoa_m,"2,7,10-Hexadecatrienoyl Coenzyme A",C37H56N7O17P3S,m,-4
3236,3hexdtricoa_m,"3,7,10-Hexadecatrienoyl Coenzyme A",C37H56N7O17P3S,m,-4
3237,3hexdtricoa_x,"3,7,10-Hexadecatrienoyl Coenzyme A",C37H56N7O17P3S,x,-4
3238,2hexdtetcoa_m,"2,7,10,13-Hexadecatetraenoyl Coenzyme A",C37H54N7O17P3S,m,-4
3239,2hexdtetcoa_x,"2,7,10,13-Hexadecatetraenoyl Coenzyme A",C37H54N7O17P3S,x,-4
3240,4hexdtetcoa_m,"4,7,10,13-Hexadecatetraenoyl Coenzyme A",C37H54N7O17P3S,m,-4
3241,hexdpencoa_m,"2,4,7,10,13-Hexadecapentaenoyl Coenzyme A",C37H52N7O17P3S,m,-4
3242,4hexdtetcoa_x,"4,7,10,13-Hexadecatetraenoyl Coenzyme A",C37H54N7O17P3S,x,-4
3243,hexdpencoa_x,"2,4,7,10,13-Hexadecapentaenoyl Coenzyme A",C37H52N7O17P3S,x,-4
3244,3hexdtetcoa_m,"3,7,10,13-Hexadecatetraenoyl Coenzyme A",C37H54N7O17P3S,m,-4
3245,3hexdtetcoa_x,"3,7,10,13-Hexadecatetraenoyl Coenzyme A",C37H54N7O17P3S,x,-4
3246,3hexdcoa_m,3-Hydroxyhexadecanoyl Coenzyme A,C37H62N7O18P3S,m,-4
3247,hexdicoa_x,Hexadecanedioyl Coenzyme A,C37H59N7O19P3S,x,-5
3248,hexdicoa_r,Hexadecanedioyl Coenzyme A,C37H59N7O19P3S,r,-5
3249,hexdiac_r,Hexadecanediocacid,C16H28O4,r,-2
3250,whhdca_r,Omega Hydroxy Hexadecanoate (N-C16:0),C16H31O3,r,-1
3251,ocde9ecoa_x,9-Octadecenoyl Coenzyme A,C39H64N7O17P3S,x,-4
3252,3octdece1coa_m,3-Hydroxyoctadecenoyl Coenzyme A,C39H64N7O18P3S,m,-4
3253,octdececoa_m,Octadecenoyl Coenzyme A,C39H66N7O17P3S,m,-4
3254,3ocddcoa_m,3-Hydroxyoctadecadienoyl Coenzyme A,C39H62N7O18P3S,m,-4
3255,2octdectecoa_m,"2,6,9,12-Octadecatetraenoyl Coenzyme A",C39H58N7O17P3S,m,-4
3256,2octdectecoa_x,"2,6,9,12-Octadecatetraenoyl Coenzyme A",C39H58N7O17P3S,x,-4
3257,3octdectecoa_m,"3,6,9,12-Octadecatetraenoyl Coenzyme A",C39H58N7O17P3S,m,-4
3258,3octdectecoa_x,"3,6,9,12-Octadecatetraenoyl Coenzyme A",C39H58N7O17P3S,x,-4
3259,2octpencoa_m,"2,6,9,12,15-Octadecapentenoyl Coenzyme A",C39H56N7O17P3S,m,-4
3260,3octpencoa_m,"3,6,9,12,15-Octadecapentenoyl Coenzyme A",C39H56N7O17P3S,m,-4
3261,3hodcoa_m,(S)-3-Hydroxyoctadecanoyl Coenzyme A,C39H66N7O18P3S,m,-4
3262,ei11ecoa_x,11-Eicosenoyl Coenzyme A,C41H68N7O17P3S,x,-4
3263,eitetcoa_m,"5,8,11,14-Eicosatetraenoyl Coenzyme A",C41H62N7O17P3S,m,-4
3264,eitetcoa_x,"5,8,11,14-Eicosatetraenoyl Coenzyme A",C41H62N7O17P3S,x,-4
3265,eipencoa_x,"2,5,8,11,14-Eicosapentaenoyl Coenzyme A",C41H60N7O17P3S,x,-4
3266,5eipencoa_m,"5,8,11,14,17-Eicosapentenoyl Coenzyme A",C41H60N7O17P3S,m,-4
3267,2docopencoa_m,"2,7,10,13,16-Docosapentenoyl Coenzyme A",C43H64N7O17P3S,m,-4
3268,2docopencoa_x,"2,7,10,13,16-Docosapentenoyl Coenzyme A",C43H64N7O17P3S,x,-4
3269,docohexcoa_m,"2,4,7,10,13,16-Docosahexenoyl Coenzyme A",C43H62N7O17P3S,m,-4
3270,docohexcoa_x,"2,4,7,10,13,16-Docosahexenoyl Coenzyme A",C43H62N7O17P3S,x,-4
3271,3docopencoa_m,"3,7,10,13,16-Docosapentenoyl Coenzyme A",C43H64N7O17P3S,m,-4
3272,3docopencoa_x,"3,7,10,13,16-Docosapentenoyl Coenzyme A",C43H64N7O17P3S,x,-4
3273,2docohexecoa_m,"2,7,10,13,16,19-Docosahexenoyl Coenzyme A",C43H62N7O17P3S,m,-4
3274,docohepcoa_m,"2,4,7,10,13,16,19-Docosaheptenoyl Coenzyme A",C43H60N7O17P3S,m,-4
3275,docosahexcoa_m,"3,7,10,13,16,19-Docosahexenoyl Coenzyme A",C43H62N7O17P3S,m,-4
3276,omhdocosac_r,W-Hydroxydocosanoicacid,C22H43O3,r,-1
3277,succoa_c,Succinyl Coenzyme A,C25H35N7O19P3S,c,-5
3278,pentcoa_m,Pentanoyl Coenzyme A,C26H40N7O17P3S,m,-4
3279,glutcoa_c,Glutaryl Coenzyme A,C26H37N7O19P3S,c,-5
3280,3ivcoa_m,3-Hydroxyisovaleryl Coenzyme A,C26H40N7O18P3S,m,-4
3281,3ivcrn_c,3-Hydroxy-Isovaleryl Carnitine,C12H23NO5,c,0
3282,3ivcoa_c,3-Hydroxyisovaleryl Coenzyme A,C26H40N7O18P3S,c,-4
3283,hx2coa_x,Trans-Hex-2-Enoyl Coenzyme A,C27H40N7O17P3S,x,-4
3284,hexe3coa_m,3-Hexenoyl Coenzyme A,C27H40N7O17P3S,m,-4
3285,hexe3coa_x,3-Hexenoyl Coenzyme A,C27H40N7O17P3S,x,-4
3286,succoa_x,Succinyl Coenzyme A,C25H35N7O19P3S,x,-5
3287,hepcoa_m,Heptanoyl Coenzyme A,C28H44N7O17P3S,m,-4
3288,omhdecacid_r,W-Hydroxydecanoicacid,C10H19O3,r,-1
3289,hexdiac_c,Hexadecanediocacid,C16H28O4,c,-2
3290,omhdocosac_c,W-Hydroxydocosanoicacid,C22H43O3,c,-1
3291,omhdecacid_c,W-Hydroxydecanoicacid,C10H19O3,c,-1
3292,sebacid_c,Sebacicacid,C10H16O4,c,-2
3293,tdec4ecoa_m,Trans4Decenoyl Coenzyme A,C31H48N7O17P3S,m,-4
3294,ctdecdcoa_m,Cis2Trans4Decadienoyl Coenzyme A,C31H46N7O17P3S,m,-4
