,ID,Name,Reaction,Flux,Sensitivity
359,MALtm,"malate transport, mitochondrial Astrocyte",mal-L[cA] + pi[mA] <=> mal-L[mA] + pi[cA],1.9947561925553985e-13,-1.1102230246251565e-16
360,MCCCrm,"methylcrotonoyl-CoA carboxylase, mitochondrial Astrocyte",3mb2coa[mA] + atp[mA] + hco3[mA] <=> 3mgcoa[mA] + adp[mA] + h[mA] + pi[mA],0.0,1.892930256985892e-14
361,MDH,malate dehydrogenase Astrocyte,mal-L[cA] + nad[cA] <=> h[cA] + nadh[cA] + oaa[cA],-2.1671553440683056e-13,-3.3280069439011436e-31
362,MDHm,"malate dehydrogenase, mitochondrial Astrocyte",mal-L[mA] + nad[mA] <=> h[mA] + nadh[mA] + oaa[mA],2.1929960234909121e-13,4.274358644806853e-15
363,MECOALm,"mesaconate--CoA ligase (ADP-forming), mitochondrial Astrocyte",atp[mA] + coa[mA] + mescon[mA] <=> adp[mA] + mescoa[mA] + pi[mA],0.0,0.0
364,MECOAS1m,mesaconate--CoA ligase (GDP-forming) Astrocyte,coa[mA] + gtp[mA] + mescon[mA] <=> gdp[mA] + mescoa[mA] + pi[mA],0.0,-0.0
365,MGCHrm,"methylglutaconyl-CoA hydratase (reversible), mitochondrial Astrocyte",3mgcoa[mA] + h2o[mA] <=> hmgcoa[mA],0.0,-0.0
366,MMCDm,"Methylmalonyl-CoA decarboxylase, mitochondrial Astrocyte",h[mA] + mmcoa-S[mA] --> co2[mA] + ppcoa[mA],0.0,-1.5290566037735682
367,MMEm,methylmalonyl-CoA epimerase/racemase Astrocyte,mmcoa-R[mA] <=> mmcoa-S[mA],3.3239282164113625e-29,-0.0
368,MMMm,methylmalonyl-CoA mutase Astrocyte,mmcoa-R[mA] <=> succoa[mA],-3.3239282164113625e-29,0.0
369,MMSAD1m,methylmalonate-semialdehyde dehydrogenase Astrocyte,2mop[mA] + coa[mA] + nad[mA] --> co2[mA] + nadh[mA] + ppcoa[mA],0.0,-5.914339622641492
370,MMSAD3m,"methylmalonate-semialdehyde dehydrogenase (malonic semialdehyde), mitochondrial Astrocyte",coa[mA] + msa[mA] + nad[mA] --> accoa[mA] + co2[mA] + nadh[mA],0.0,-0.364402515723242
371,MTHFCm,"methenyltetrahydrifikate cyclohydrolase, mitochondrial Astrocyte",h2o[mA] + methf[mA] <=> 10fthf[mA] + h[mA],-7.16248048525536e-15,0.0
372,MTHFDm,"methylenetetrahydrofolate dehydrogenase (NADP), mitochondrial Astrocyte",mlthf[mA] + nadp[mA] <=> methf[mA] + nadph[mA],-7.16248048525536e-15,-7.105427357601002e-15
373,NABTNOm,N4-Acetylaminobutanal:NAD+ oxidoreductase (m) Astrocyte,h2o[mA] + n4abutn[mA] + nad[mA] --> 4aabutn[mA] + 2.0 h[mA] + nadh[mA],0.0,1.1102230246251565e-16
374,NADH2-u10m,"NADH dehydrogenase, mitochondrial Astrocyte",5.0 h[mA] + nadh[mA] + q10[mA] --> 4.0 h[cA] + nad[mA] + q10h2[mA],-5.329070518200751e-15,-1.3312027775604574e-30
375,NDPK10m,"nucleoside-diphosphate kinase (ATP:dIDP), mitochondrial Astrocyte",atp[mA] + didp[mA] <=> adp[mA] + ditp[mA],0.0,0.0
376,NDPK1m,"nucleoside-diphosphate kinase (ATP:GDP), mitochondrial Astrocyte",atp[mA] + gdp[mA] <=> adp[mA] + gtp[mA],0.0,0.0
377,NDPK2m,"nucleoside-diphosphate kinase (ATP:UDP), mitochondrial Astrocyte",atp[mA] + udp[mA] <=> adp[mA] + utp[mA],0.0,0.0
378,NDPK3m,"nucleoside-diphosphate kinase (ATP:CDP), mitochondrial Astrocyte",atp[mA] + cdp[mA] <=> adp[mA] + ctp[mA],0.0,0.0
379,NDPK4m,"nucleoside-diphosphate kinase (ATP:dTDP), mitochondrial Astrocyte",atp[mA] + dtdp[mA] <=> adp[mA] + dttp[mA],0.0,-4.440892098500626e-16
380,NDPK5m,"nucleoside-diphosphate kinase (ATP:dGDP), mitochondrial Astrocyte",atp[mA] + dgdp[mA] <=> adp[mA] + dgtp[mA],0.0,0.0
381,NDPK6m,"nucleoside-diphosphate kinase (ATP:dUDP), mitochondrial Astrocyte",atp[mA] + dudp[mA] <=> adp[mA] + dutp[mA],0.0,0.0
382,NDPK7m,"nucleoside-diphosphate kinase (ATP:dCDP), mitochondrial Astrocyte",atp[mA] + dcdp[mA] <=> adp[mA] + dctp[mA],0.0,0.0
383,NDPK8m,"nucleoside-diphosphate kinase (ATP:dADP), mitochondrial Astrocyte",atp[mA] + dadp[mA] <=> adp[mA] + datp[mA],0.0,0.0
384,NDPK9m,"nucleoside-diphosphate kinase (ATP:IDP), mitochondrial Astrocyte",atp[mA] + idp[mA] <=> adp[mA] + itp[mA],0.0,0.0
385,NH4t3r,ammonia transport via proton antiport Astrocyte,h[e] + nh4[cA] <=> h[cA] + nh4[e],-3.3714328466902226e-14,-0.0
386,NMNATm,"nicotinamide-nucleotide adenylyltransferase, mitochondrial Astrocyte",atp[mA] + h[mA] + nmn[mA] --> nad[mA] + ppi[mA],0.0,1.6653345369377348e-16
387,NNATm,"nicotinate-nucleotide adenylyltransferase, mitochondrial Astrocyte",atp[mA] + h[mA] + nicrnt[mA] --> dnad[mA] + ppi[mA],0.0,1.6653345369377348e-16
388,NTD1m,"5'-nucleotidase (dUMP),mitochondrial Astrocyte",dump[mA] + h2o[mA] --> duri[mA] + pi[mA],0.0,-1.1102230246251565e-16
389,NTD2m,"5'-nucleotidase (UMP), mitochondrial Astrocyte",h2o[mA] + ump[mA] --> pi[mA] + uri[mA],0.0,0.0
390,NTD5m,"5'-nucleotidase (dTMP), mitochondrial Astrocyte",dtmp[mA] + h2o[mA] --> pi[mA] + thymd[mA],0.0,-1.5290566037735698
391,NaKt,Na+/K+ exchanging ATPase Astrocyte,atp[cA] + h2o[cA] + 2.0 k[e] + 3.0 na1[cA] --> adp[cA] + h[cA] + 2.0 k[cA] + 3.0 na1[e] + pi[cA],0.0,4.440892098500626e-16
392,O2St,superoxide anion transport via diffusion (extracellular) Astrocyte,o2s[cA] <=> o2s[e],0.0,-0.0
393,O2Stm,superoxide anion transport via diffusion (mitochondria) Astrocyte,o2s[cA] <=> o2s[mA],0.0,-0.0
394,O2t,o2 transport (diffusion) Astrocyte,o2[e] <=> o2[cA],32.4077999999999,0.0
395,O2tm,O2 transport (diffusion) Astrocyte,o2[cA] <=> o2[mA],-1.8651746813702586e-14,0.0
396,OCOAT1m,3-oxoacid CoA-transferase Astrocyte,acac[mA] + succoa[mA] <=> aacoa[mA] + succ[mA],0.0,-1.4210854715202004e-14
397,OIVD1m,"2-oxoisovalerate dehydrogenase (acylating; 4-methyl-2-oxopentaoate), mitochondrial Astrocyte",4mop[mA] + coa[mA] + nad[mA] --> co2[mA] + ivcoa[mA] + nadh[mA],0.0,0.0
398,OIVD2m,"2-oxoisovalerate dehydrogenase (acylating; 3-methyl-2-oxobutanoate), mitochondrial Astrocyte",3mob[mA] + coa[mA] + nad[mA] --> co2[mA] + ibcoa[mA] + nadh[mA],1.1743200289695877e-28,0.0
399,OIVD3m,"2-oxoisovalerate dehydrogenase (acylating; 3-methyl-2-oxopentanoate), mitochondrial Astrocyte",3mop[mA] + coa[mA] + nad[mA] --> 2mbcoa[mA] + co2[mA] + nadh[mA],-3.3239282164113625e-29,0.0
400,ORNTArm,ornithine transaminase reversible (m) Astrocyte,akg[mA] + orn[mA] <=> glu-L[mA] + glu5sa[mA],0.0,-0.0
401,ORNt3m,ornithine mitochondrial transport via proton antiport Astrocyte,h[cA] + orn[mA] <=> h[mA] + orn[cA],0.0,-1.6653345369377314e-16
402,ORNt4m,ornithine mitochondrial transport exchange with citruline Astrocyte,citr-L[cA] + h[cA] + orn[mA] <=> citr-L[mA] + h[mA] + orn[cA],0.0,-1.6653345369377314e-16
403,ORNtiDF,ornithine transport via diffusion (extracellular to cytosol) Astrocyte,orn[e] --> orn[cA],0.0,0.0
404,P45011A1m,"Cytochrome P450 11A1, mitochondrial [Precursor] Astrocyte",chsterol[mA] + h[mA] + nadph[mA] + 2.0 o2[mA] --> 4mptnl[mA] + 2.0 h2o[mA] + nadp[mA] + prgnlone[mA],0.0,-4.204905660377332
405,P5CDm,"1-pyrroline-5-carboxylate dehydrogenase, mitochondrial Astrocyte",1pyr5c[mA] + 2.0 h2o[mA] + nad[mA] --> glu-L[mA] + h[mA] + nadh[mA],0.0,7.216449660063518e-16
406,PCFLOPm,phosphatidylcholine flippase Astrocyte,atp[cA] + h2o[cA] + pchol_hs[mA] --> adp[cA] + h[cA] + pchol_hs[cA] + pi[cA],0.0,0.0
407,PCm,pyruvate carboxylase Astrocyte,atp[mA] + hco3[mA] + pyr[mA] --> adp[mA] + h[mA] + oaa[mA] + pi[mA],0.0,-3.1833962264151556
408,PDHm,pyruvate dehydrogenase Astrocyte,coa[mA] + nad[mA] + pyr[mA] --> accoa[mA] + co2[mA] + nadh[mA],-3.5527136788004678e-15,0.0
409,PEFLIP,phosphatidylethanolamine flippase Astrocyte,atp[cA] + h2o[cA] + pe_hs[e] --> adp[cA] + h[cA] + pe_hs[cA] + pi[cA],0.0,-2.220446049250313e-16
410,PEFLIPm,phosphatidylethanolamine flippase Astrocyte,atp[cA] + h2o[cA] + pe_hs[cA] --> adp[cA] + h[cA] + pe_hs[mA] + pi[cA],0.0,0.0
411,PETOHMm_hs,phosphatidylethanolamine N-methyltransferase Astrocyte,3.0 amet[mA] + pe_hs[mA] --> 3.0 ahcys[mA] + 3.0 h[mA] + pchol_hs[mA],0.0,1.1601830607332886e-13
412,PFK,phosphofructokinase Astrocyte,atp[cA] + f6p[cA] --> adp[cA] + fdp[cA] + h[cA],3.519,-1.9984014443252818e-15
413,PGCD,phosphoglycerate dehydrogenase Astrocyte,3pg[cA] + nad[cA] --> 3php[cA] + h[cA] + nadh[cA],2.042810365310288e-14,-3.3280069439011436e-31
414,PGI,glucose-6-phosphate isomerase Astrocyte,g6p[cA] <=> f6p[cA],3.519,0.0
415,PGK,phosphoglycerate kinase Astrocyte,3pg[cA] + atp[cA] <=> 13dpg[cA] + adp[cA],-7.038,-2.220446049250313e-16
416,PGL,6-phosphogluconolactonase Astrocyte,6pgl[cA] + h2o[cA] --> 6pgc[cA] + h[cA],0.0,8.743006318923105e-16
417,PGM,phosphoglycerate mutase Astrocyte,2pg[cA] <=> 3pg[cA],-7.03799999999998,-0.0
418,PHCDm,L-1-pyrroline-3-hydroxy-5-carboxylate dehydrogenase Astrocyte,1p3h5c[mA] + 2.0 h2o[mA] + nad[mA] --> e4hglu[mA] + h[mA] + nadh[mA],0.0,7.216449660063518e-16
419,PHCHGSm,"L-1-Pyrroline-3-hydroxy-5-carboxylate spontaneous conversion to L-4-Hydroxyglutamate semialdehyde, mitochondrial Astrocyte",1p3h5c[mA] + h2o[mA] + h[mA] <=> 4hglusa[mA],0.0,2.1094237467877974e-15
420,PHEMEtm,Heme transport to cytosol Astrocyte,pheme[mA] <=> pheme[cA],0.0,0.0
421,PHETA1m,phenylalanine transaminase (m) Astrocyte,akg[mA] + phe-L[mA] <=> glu-L[mA] + phpyr[mA],0.0,-0.0
422,PIt2m,"phosphate transporter, mitochondrial Astrocyte",h[cA] + pi[cA] <=> h[mA] + pi[mA],1.4494530712567177e-13,3.3280069439011436e-31
423,PIt7,phosphate transport in/out via three Na+ symporter Astrocyte,3.0 na1[e] + pi[e] <=> 3.0 na1[cA] + pi[cA],0.0,0.0
424,PNTKm,pantothenate kinase (mitochondrial) Astrocyte,atp[mA] + pnto-R[mA] --> 4ppan[mA] + adp[mA] + h[mA],0.0,-1.6653345369377348e-16
425,PPA,inorganic diphosphatase Astrocyte,h2o[cA] + ppi[cA] --> h[cA] + 2.0 pi[cA],0.0,-1.387778780781485e-17
426,PPA2m,"inorganic triphosphatase, mitochondrial Astrocyte",h2o[mA] + pppi[mA] --> h[mA] + pi[mA] + ppi[mA],0.0,-1.6653345369377348e-16
427,PPAm,inorganic diphosphatase Astrocyte,h2o[mA] + ppi[mA] --> h[mA] + 2.0 pi[mA],0.0,-3.05811320754714
428,PPAt,"Propionate transport, diffusion Astrocyte",ppa[e] --> ppa[cA],0.0,0.0
429,PPAtm,"Propionate transport, diffusion Astrocyte",ppa[cA] --> ppa[mA],0.0,0.0
430,PPBNGS,porphobilinogen synthase Astrocyte,2.0 5aop[cA] --> 2.0 h2o[cA] + h[cA] + ppbng[cA],0.0,-1.748601263784622e-15
431,PPCOACm,"Propionyl-CoA carboxylase, mitochondrial Astrocyte",atp[mA] + hco3[mA] + ppcoa[mA] --> adp[mA] + h[mA] + mmcoa-S[mA] + pi[mA],-3.3239282164113625e-29,-3.7192471324942744e-15
432,PPCOAOm,"Propanoyl-CoA:FAD 2,3-oxidoreductase, mitochondrial Astrocyte",fad[mA] + ppcoa[mA] --> fadh2[mA] + prpncoa[mA],0.0,0.0
433,PPPG9tm,protoporphyrinogen IX mitochondrial transport Astrocyte,pppg9[cA] <=> pppg9[mA],0.0,0.0
434,PPPGOm,"protoporphyrinogen oxidase, mitochondrial Astrocyte",3.0 o2[mA] + 2.0 pppg9[mA] --> 6.0 h2o[mA] + 2.0 ppp9[mA],0.0,-5.329070518200751e-15
435,PRGNLONEtm,pregnenolone intracellular transport Astrocyte,prgnlone[cA] <=> prgnlone[mA],0.0,0.0
436,PRO1xm,"proline oxidase (NAD), mitochondrial Astrocyte",nad[mA] + pro-L[mA] --> 1pyr5c[mA] + 2.0 h[mA] + nadh[mA],0.0,-1.094716981132122
437,PROD2m,Proline dehydrogenase (m) Astrocyte,fad[mA] + pro-L[mA] --> 1pyr5c[mA] + fadh2[mA] + h[mA],0.0,-1.1337735849056663
438,PROt2r,L-proline reversible transport via proton symport Astrocyte,h[e] + pro-L[e] <=> h[cA] + pro-L[cA],0.0,-0.0
439,PROtm,"L-proline transport, mitochondrial Astrocyte",pro-L[cA] <=> pro-L[mA],0.0,-0.0
440,PRPNCOAHYDm,Propenoyl-CoA hydrolase (m) Astrocyte,h2o[mA] + prpncoa[mA] --> 3hpcoa[mA],0.0,8.881784197001252e-16
441,PSERT,phosphoserine transaminase Astrocyte,3php[cA] + glu-L[cA] --> akg[cA] + pser-L[cA],2.042810365310288e-14,0.0
442,PSFLIP,phosphatidylserine flippase Astrocyte,atp[cA] + h2o[cA] + ps_hs[e] --> adp[cA] + h[cA] + pi[cA] + ps_hs[cA],0.0,-1.260000000000013
443,PSFLIPm,phosphatidylserine flippase Astrocyte,atp[cA] + h2o[cA] + ps_hs[cA] --> adp[cA] + h[cA] + pi[cA] + ps_hs[mA],0.0,-1.260000000000013
444,PSP_L,phosphoserine phosphatase (L-serine) Astrocyte,h2o[cA] + pser-L[cA] --> pi[cA] + ser-L[cA],2.042810365310288e-14,-2.3592239273284576e-16
445,PYK,pyruvate kinase Astrocyte,adp[cA] + h[cA] + pep[cA] --> atp[cA] + pyr[cA],7.03799999999998,2.1538326677728037e-14
446,PYLALDOXm,Perillyl aldehyde:NAD+ oxidoreductase (m) Astrocyte,h2o[mA] + nad[mA] + pylald[mA] --> 2.0 h[mA] + nadh[mA] + peracd[mA],0.0,1.1102230246251565e-16
447,PYRt2m,pyruvate mitochondrial transport via proton symport Astrocyte,h[cA] + pyr[cA] <=> h[mA] + pyr[mA],-3.5527136788004678e-15,-1.6653345369377314e-16
448,PYRt2r,pyruvate reversible transport via proton symport Astrocyte,h[e] + pyr[e] <=> h[cA] + pyr[cA],0.0,-0.0
449,RPE,ribulose 5-phosphate 3-epimerase Astrocyte,ru5p-D[cA] <=> xu5p-D[cA],0.0,-0.0
450,RPI,ribose-5-phosphate isomerase Astrocyte,r5p[cA] <=> ru5p-D[cA],0.0,-0.0
451,SACCD3m,"saccharopine dehydrogenase (NADP, L-lysine forming), mitochondrial Astrocyte",akg[mA] + h[mA] + lys-L[mA] + nadph[mA] --> h2o[mA] + nadp[mA] + saccrp-L[mA],0.0,-7.216449660063518e-16
452,SACCD4m,"saccharopine dehydrogenase (NAD, L-glutamate forming), mitochondrial Astrocyte",h2o[mA] + nadp[mA] + saccrp-L[mA] --> L2aadp6sa[mA] + glu-L[mA] + h[mA] + nadph[mA],0.0,2.4980018054066022e-15
453,SARCStex,Sarcosine transport (extracellular to cytosol) Astrocyte,sarcs[e] <=> sarcs[cA],0.0,0.0
454,SARCStm,Sarcosine transport (mitochondrial) Astrocyte,sarcs[cA] --> sarcs[mA],0.0,0.0
455,SARDHm,Sarcosine dehydrogenase (m) Astrocyte,fad[mA] + sarcs[mA] + thf[mA] --> fadh2[mA] + gly[mA] + mlthf[mA],0.0,1.3322676295501878e-15
456,SERGLNexR,L-Serine/Glutamine reversible exchange Astrocyte,gln-L[cA] + ser-L[e] --> gln-L[e] + ser-L[cA],0.0,-17.700377358490474
457,SERGLYexR,L-Serine/Glycine reversible exchange Astrocyte,gly[cA] + ser-L[e] <=> gly[e] + ser-L[cA],0.0,0.0
458,SERt4,L-serine via sodium symport Astrocyte,na1[e] + ser-L[e] --> na1[cA] + ser-L[cA],0.0,-0.42000000000000437
459,SLDxm,"L-sulfolactate dehydrogenase (NAD+), mitochondrial Astrocyte",nad[mA] + sl-L[mA] <=> 3spyr[mA] + h[mA] + nadh[mA],0.0,5.551115123125783e-17
460,SO4HCOtex,sulfate transport via bicarbonate countertransport Astrocyte,2.0 hco3[cA] + so4[e] --> 2.0 hco3[e] + so4[cA],0.0,0.0
461,SPODMm,superoxide dismutase Astrocyte,2.0 h[mA] + 2.0 o2s[mA] --> h2o2[mA] + o2[mA],0.0,-0.23547169811317503
462,SSALxm,succinate-semialdehyde dehydrogenase (NAD) reversible (mitochondrial) Astrocyte,h2o[mA] + nad[mA] + sucsal[mA] --> 2.0 h[mA] + nadh[mA] + succ[mA],0.0,-3.8432075471698264
463,SUCCt2m,"succinate transport, mitochondrial Astrocyte",pi[mA] + succ[cA] <=> pi[cA] + succ[mA],0.0,-1.1102230246251565e-16
464,SUCD1m,succinate dehydrogenase Astrocyte,fad[mA] + succ[mA] <=> fadh2[mA] + fum[mA],-3.552713678800501e-15,-4.440892098500626e-16
465,SUCOAS1m,Succinate--CoA ligase (GDP-forming) Astrocyte,coa[mA] + gtp[mA] + succ[mA] --> gdp[mA] + pi[mA] + succoa[mA],0.0,0.0
466,SUCOASm,Succinate--CoA ligase (ADP-forming) Astrocyte,atp[mA] + coa[mA] + succ[mA] <=> adp[mA] + pi[mA] + succoa[mA],3.552713678800501e-15,-0.0
467,SULFOX,sulfite oxidase Astrocyte,2.0 ficytC[mA] + h2o[cA] + so3[cA] --> 2.0 focytC[mA] + 2.0 h[cA] + so4[cA],0.0,2.428612866367529e-15
468,T2M26DCOAHLm,"trans-2-Methyl-5-isopropylhexa-2,5-dienoyl-CoA hydro-lyase (m) Astrocyte",h2o[mA] + t2m26dcoa[mA] <=> 3h26dm5coa[mA],0.0,0.0
469,T4HCINNMFM,4-hydroxycinnamate formation Astrocyte,34hpl[mA] --> T4hcinnm[mA] + h2o[mA],0.0,-8.881784197001252e-16
470,TALA,transaldolase Astrocyte,g3p[cA] + s7p[cA] <=> e4p[cA] + f6p[cA],0.0,-0.0
471,TCYNTt,Thiocyanate transport via diffusion (cytosol to extracellular) Astrocyte,tcynt[cA] --> tcynt[e],0.0,0.0
472,TCYNTtm,Thiocyanate transport via diffusion (mitochondrial) Astrocyte,tcynt[mA] --> tcynt[cA],0.0,0.0
473,THD1m,NAD(P) transhydrogenase Astrocyte,h[cA] + nadh[mA] + nadp[mA] <=> h[mA] + nad[mA] + nadph[mA],4.115616149810791e-15,6.050715484207103e-15
474,THFtm,"5,6,7,8-Tetrahydrofolate transport, diffusion, mitochondrial Astrocyte",thf[cA] <=> thf[mA],0.0,0.0
475,THYMDt1,thymd transport Astrocyte,thymd[e] --> thymd[cA],0.0,0.0
476,TKT1,transketolase Astrocyte,r5p[cA] + xu5p-D[cA] <=> g3p[cA] + s7p[cA],0.0,-0.0
477,TKT2,transketolase Astrocyte,e4p[cA] + xu5p-D[cA] <=> f6p[cA] + g3p[cA],0.0,7.105427357601002e-15
478,TMDK1m,thymidine kinase (ATP:thymidine) Astrocyte,atp[mA] + thymd[mA] --> adp[mA] + dtmp[mA] + h[mA],0.0,-1.6653345369377348e-16
479,TPI,triose-phosphate isomerase Astrocyte,dhap[cA] <=> g3p[cA],3.519,0.0
480,TRDRm,thioredoxin reductase (NADPH) Astrocyte,h[mA] + nadph[mA] + trdox[mA] --> nadp[mA] + trdrd[mA],0.0,1.6653345369377348e-16
481,TYRTAm,"tyrosine transaminase, mitochondrial Astrocyte",akg[mA] + tyr-L[mA] <=> 34hpp[mA] + glu-L[mA],0.0,0.0
482,UPP3S,uroporphyrinogen-III synthase Astrocyte,hmbil[cA] --> h2o[cA] + uppg3[cA],0.0,-8.743006318923108e-16
483,UPPDC1,uroporphyrinogen decarboxylase (uroporphyrinogen III) Astrocyte,4.0 h[cA] + uppg3[cA] --> 4.0 co2[cA] + cpppg3[cA],0.0,1.3312027775604574e-30
484,URIt,uridine facilated transport in cytosol Astrocyte,uri[e] <=> uri[cA],0.0,0.0
485,VALTA,valine transaminase Astrocyte,akg[cA] + val-L[cA] <=> 3mob[cA] + glu-L[cA],0.0,-3.552713678800501e-15
486,VALTAm,"valine transaminase, mitochondiral Astrocyte",akg[mA] + val-L[mA] <=> 3mob[mA] + glu-L[mA],1.1743200289695877e-28,0.0
487,VALt5m,Valine reversible mitochondrial transport Astrocyte,val-L[cA] <=> val-L[mA],1.1743200289695877e-28,-0.0
488,VALtec,L-valine transport via diffusion (extracellular to cytosol) Astrocyte,val-L[e] <=> val-L[cA],0.0,0.0
489,VITD2Hm,Vitamin D-25-hydroxylase (D2) Astrocyte,h[mA] + nadph[mA] + o2[mA] + vitd2[mA] --> 25hvitd2[mA] + h2o[mA] + nadp[mA],0.0,-2.4980018054066022e-15
490,VITD2tm,Vitamin D2 transport from mitochondria Astrocyte,vitd2[mA] <=> vitd2[cA],0.0,-0.0
491,VITD3Hm,Vitamin D-25-hydroxylase (D3) Astrocyte,h[mA] + nadph[mA] + o2[mA] + vitd3[mA] --> 25hvitd3[mA] + h2o[mA] + nadp[mA],0.0,-2.4980018054066022e-15
492,VITD3tm,Vitamin D3 transport from mitochondria Astrocyte,vitd3[mA] --> vitd3[cA],0.0,0.0
493,VITD3tm3,Vitamin D3 transport in mitochondria Astrocyte,vitd3[cA] --> vitd3[mA],0.0,0.0
494,MTDNAploym,polymerization of mtDNA Astrocyte,9218.0 datp[mA] + 7350.0 dctp[mA] + 7350.0 dgtp[mA] + 9218.0 dttp[mA] + mtDNAn-1[mA] --> mtDNAn[mA] + 33136.0 ppi[mA],0.0,0.0
495,MTDNAdpolym,depolymerization of mtDNA for repair Astrocyte,33136.0 h2o[mA] + mtDNAn[mA] --> 9218.0 damp[mA] + 7350.0 dcmp[mA] + 7350.0 dgmp[mA] + 9218.0 dtmp[mA] + 33136.0 h[mA] + mtDNAn-1[mA],0.0,1.2363443602225743e-12
496,DAKm,adentylate kinase (GTP) / GTP-AMP Phosphotransferase Astrocyte,damp[mA] + gtp[mA] --> dadp[mA] + gdp[mA],0.0,0.0
497,DTKm,deoxythymidylate kinase (ATP) Astrocyte,atp[mA] + dtmp[mA] --> adp[mA] + dtdp[mA],0.0,-4.440892098500626e-16
498,DCKm,deoxycytidylate kinase (ATP) Astrocyte,atp[mA] + dcmp[mA] --> adp[mA] + dcdp[mA],0.0,0.0
499,DGKm,deoxyguanylate kinase (ATP) Astrocyte,atp[mA] + dgmp[mA] --> adp[mA] + dgdp[mA],0.0,0.0
500,NH3tm,mitochondrial ammonium transport Astrocyte,h[mA] + nh4[cA] <=> h[cA] + nh4[mA],2.086854771478269e-13,1.6653345369377314e-16
501,NDPK1,GTP-ADP Phosphotransferase Astrocyte,atp[cA] + gdp[cA] <=> adp[cA] + gtp[cA],0.0,0.0
502,GGNG,glycogenin Astrocyte,Tyr-ggn[cA] + 8.0 udpg[cA] --> ggn[cA] + 8.0 h[cA] + 8.0 udp[cA],0.0,-2.662405555120915e-30
503,GLGNS1,glycogen synthase Astrocyte,ggn[cA] + 3.0 udpg[cA] --> glygn1[cA] + 3.0 h[cA] + 3.0 udp[cA],0.0,-174.61499999999884
504,GLBRAN,"1,4-alpha-glucan branching enzyme (glygn1 -> glygn2) Astrocyte",glygn1[cA] --> glygn2[cA],0.0,0.0
505,GLPASE1,glycogen phosphorylase (glygn2 -> dxtrn) Astrocyte,glygn2[cA] + 3.0 pi[cA] --> dxtrn[cA] + 3.0 g1p[cA],0.0,-1.9984014443252818e-15
506,GLDBRAN,glycogen debranching enzyme Astrocyte,dxtrn[cA] + h2o[cA] --> glc-D[cA] + glygn3[cA],0.0,1.5085155347094314e-14
507,GLPASE2,glycogen phosphorylase (amyls -> glc-D) Astrocyte,glygn3[cA] + 7.0 h2o[cA] --> Tyr-ggn[cA] + 7.0 glc-D[cA],0.0,6.1201044232461754e-15
508,SERtm,Serine mitochondrial transporter Astrocyte,ser-L[cA] <=> ser-L[mA],-9.020323246264287e-15,-2.6645352591003757e-15
509,LacLtm,L-lactate mito transporter thorugh AQP9 Astrocyte,lac-L[cA] --> lac-L[mA],0.0,-3.2354716981132157
510,UREAt,Urea transporter Astrocyte,urea[e] <=> urea[cA],0.0,0.0
511,UREAtm,Urea mitochondrial transporter Astrocyte,urea[cA] <=> urea[mA],0.0,0.0
512,GLNtN1,Glutamine transporter Astrocyte,gln-L[e] + h[cA] + na1[e] --> gln-L[cA] + h[e] + na1[cA],0.0,17.28037735849047
513,DM_4mptnl(m),4mptnl demand,4mptnl[mA] --> ,0.0,0.0
514,DM_prgnlone(c),prgnlone demand,prgnlone[cA] --> ,0.0,0.0
515,DM_nadph(c),nadph demand,nadph[cA] --> h[cA] + nadp[cA],0.0,0.0
516,DM_atp(m),atp demand,atp[mA] + h2o[mA] --> adp[mA] + h[mA] + pi[mA],0.0,-1.52905660377357
517,sink_chsterol,Cholesterol uptake into brain Astrocyte, --> chsterol[cA],0.0,-0.0
518,DM_1a2425thvitd3,1a2425thvitd3 demand,1a2425thvitd3[mA] --> ,0.0,0.0
519,DM_1a2425thvitd2,1a2425thvitd2 demand,1a2425thvitd2[mA] --> ,0.0,0.0
520,sink_vitd3,vitd3 source Astrocyte, --> vitd3[cA],0.0,1.2950943396226429
521,sink_vitd2,vitd2 source Astrocyte, --> vitd2[cA],0.0,1.2950943396226429
522,CKc,ATP Creatine kinase Astrocyte,atp[cA] + creat[cA] <=> adp[cA] + pcreat[cA],0.0,0.0
523,CREATtmdiffir,Creatine transport to/from mitochondria via diffusion Astrocyte,creat[cA] --> creat[mA],0.0,0.0
524,PCREATtmdiffir,Phosphocreatine transport to/from mitochondria via diffusion Astrocyte,pcreat[mA] --> pcreat[cA],0.0,-0.2690566037735569
525,ALATA_L,L-alanine transaminase Astrocyte,akg[cA] + ala-L[cA] <=> glu-L[cA] + pyr[cA],-1.7904751560243697e-13,3.552713678800501e-15
526,ALATA_Lm,"L-alanine transaminase, mitochondrial Astrocyte",akg[mA] + ala-L[mA] <=> glu-L[mA] + pyr[mA],-9.209857892287042e-15,0.0
527,ALAtN1,"Alanine transport (Na, H coupled) Astrocyte",ala-L[e] <=> ala-L[cA],0.0,-0.0
528,DM_pchol_hs,phosphatidylcholine demand,pchol_hs[cA] --> ,0.0,-1.260000000000013
529,PSDm_hs,Phosphatidylserine decarboxylase Astrocyte,h[mA] + ps_hs[mA] --> co2[mA] + pe_hs[mA],0.0,-2.6367796834847468e-15
530,25HVITD2t_Int,25-hydroxyvitamin D2 transport from cytoplasm Interstitial And Synapse,25hvitd2[cA] --> 25hvitd2[I],0.0,0.0
