,harmonic_centrality,eigenvector_centrality,betweenness_centrality,closeness_centrality,load_centrality,katz_centrality_numpy,pagerank,information_centrality,global_reaching_centrality
7DHFtl,2631.492857142716,1.8853147823018946e-05,4.930950747961492e-06,0.33473579442634815,6.288090765519528e-06,0.01156881764315755,0.00013513424122644713,0.0002493149710924697,0.2110179478678302
7DHFtm,2689.6928571427375,2.0252034936900878e-05,5.318062639779173e-07,0.34084208586696146,6.400567821121653e-06,0.011568818107935764,0.00013513423729485523,0.00024951043123046224,0.2110179478678302
7THFtl,2631.492857142716,1.8853147676653306e-05,4.925061868420002e-06,0.33473579442634815,6.285146325748779e-06,0.01156881764315755,0.00013513424122644713,0.00024931496627211516,0.2110179478678302
7THFtm,2689.6928571427375,2.0252034863597047e-05,5.318062639779172e-07,0.34084208586696146,6.400567821121653e-06,0.011568818107935764,0.00013513423729485523,0.00024951043061261,0.2110179478678302
A_MANASE,3714.216666666961,0.01422976347369177,0.0001260833607237257,0.4429477969348659,0.00014322685883997612,0.011671149311320093,0.00013513510320088473,0.0008071875362995538,0.2110179478678302
A_MANASEly,2574.4999999997685,2.7860611546185837e-05,1.0010794467420118e-05,0.3162911982216903,1.2255461106426374e-05,0.011593862136863664,0.00013513519604070444,0.0007885056516278256,0.2110179478678302
A4GALTc,4063.383333333536,0.02446753389914315,0.0008621468201194447,0.4793029733756559,0.0008823640701478253,0.011724444569780522,0.00013513630740186406,0.0008090751625221629,0.2110179478678302
A4GALTg,2823.9928571428395,6.0849470246965356e-05,0.00029762912421077084,0.3468010311694399,0.00021227647763385587,0.011596981708635084,0.0001351359648270489,0.0007871925319509096,0.2110179478678302
A4GNT1g,2151.5976190475867,2.6624759598561797e-06,3.234626782311251e-06,0.27027323202805376,8.188268402358795e-06,0.011582838357056383,0.00013513518822473903,0.0007685839844681579,0.2110179478678302
A4GNT2g,2823.076190476172,6.0764648677613214e-05,0.0005570360818102037,0.34676852415991,0.0004722506097928589,0.011596750191981938,0.00013513710031342796,0.0007869634049748719,0.2110179478678302
AACOAT,4218.466666666733,0.025686449333508766,0.0006754366903398324,0.4968105821526892,0.0006597761289642994,0.011748210284013186,0.0001351361990598818,0.000809562607590734,0.2110179478678302
AACTOOR,3779.7166666669445,0.014790901087060614,0.0003587425072339444,0.44880504670629623,0.00034797767521249146,0.011681618512408062,0.00013513596867417114,0.0008077003665858667,0.2110179478678302
AACTtm,2555.1904761902774,1.1928234928717583e-05,3.890214665676855e-08,0.32407691296920854,1.4164784045711208e-07,0.011568701651403026,0.00013513378769129325,0.0002026430160232617,0.2110179478678302
AASAD3m,3204.56666666701,0.001866318318434029,2.629003495491274e-05,0.3754694001826855,3.416763329684992e-05,0.0116409319924627,0.0001351354489028549,0.0008048413784557067,0.2110179478678302
AATAi,3103.833333333699,0.0012559739711167906,2.0947353395728985e-05,0.387057961916719,2.6961255759703622e-05,0.011583437998651105,0.00013513460766270065,0.0007760439737808108,0.2110179478678302
ABO1g,2822.076190476171,6.0731207636993786e-05,0.00028754334825987766,0.34670352841947427,0.00020222300351018787,0.011596634467877228,0.0001351357618636019,0.000786968440109132,0.2110179478678302
ABO2g,2822.7428571428386,6.083496142505703e-05,0.0002869021063274092,0.34673602324382585,0.00020115928288736568,0.011596750274351447,0.0001351357688360759,0.0007870380408560044,0.2110179478678302
ABO3g,2823.492857142839,6.083499324998695e-05,0.0010976032740506023,0.3467847769028871,0.0010118604506106131,0.011596865960196366,0.00013513644453435697,0.0007870532108352022,0.2110179478678302
ABO4g,2822.076190476171,6.0731207636993786e-05,0.00028754334825987766,0.34670352841947427,0.00020222300351018787,0.011596634467877228,0.00013513576186360187,0.0007869684401091274,0.2110179478678302
ABO5g,2822.826190476172,6.073123940805348e-05,0.001098244515983072,0.3467522729402943,0.0010129241712334258,0.011596750153722133,0.000135136437562069,0.0007869836695675776,0.2110179478678302
ABO6g,2822.076190476171,6.0731207636993786e-05,0.00028754334825987766,0.34670352841947427,0.00020222300351018787,0.011596634467877228,0.00013513576186360187,0.0007869684401091094,0.2110179478678302
ABO7g,2822.826190476172,6.073123940805348e-05,0.001098244515983072,0.3467522729402943,0.0010129241712334258,0.011596750153722133,0.000135136437562069,0.0007869836695675686,0.2110179478678302
ABO8g,2823.492857142839,6.083499324998695e-05,0.0010976032740506023,0.3467847769028871,0.0010118604506106131,0.011596865960196366,0.00013513644453435694,0.0007870532108351909,0.2110179478678302
ABO9g,2823.492857142839,6.083499324998695e-05,0.0010976032740506023,0.3467847769028871,0.0010118604506106131,0.011596865960196366,0.00013513644453435694,0.0007870532108351999,0.2110179478678302
ABTArm,2784.259523809496,0.00013923939854771714,2.4341384312304348e-06,0.34781178019085224,4.3660774565945536e-06,0.011576140003956018,0.00013513443724204435,0.0007441629775270883,0.2110179478678302
ABTD,4048.383333333539,0.024449256104401223,0.0002824325277488036,0.47775553690191774,0.00028144445233329864,0.0117220127606564,0.00013513546861189626,0.0008090166393920718,0.2110179478678302
ABTti,2532.5761904759906,3.5026888466662044e-05,0.0002703067982159751,0.3235242675994753,0.0002703067982159751,0.011568818643299826,0.00013513513720617656,0.00020278860118885846,0.2110179478678302
ABUTD,4304.516666666604,0.02853569489826599,0.0002204456464954435,0.5043626448534424,0.0001924671504758165,0.01176630826476993,0.00013513579323161894,0.0008098514445316827,0.2110179478678302
ABUTt2r,4100.883333333524,0.02451574888042085,0.0006235042597597627,0.48464007336084364,0.0005541390377418443,0.011728390428538803,0.00013513609260519538,0.0008091674267412845,0.2110179478678302
ABUTt2rL,4111.9000000001915,0.024468989294613764,0.0022429049873116,0.4847035702587619,0.0018957450389055172,0.011731871564141065,0.00013513573196738776,0.0008092454746966812,0.2110179478678302
ABUTt4_2_r,3260.2000000004564,0.0011239263112255032,0.00010551360760883029,0.39310381468494315,0.00012983726988346578,0.011625872550172642,0.00013513560215019162,0.0008028388895187656,0.2110179478678302
ACACT10m,2542.9928571426026,0.00021279931674185034,2.1444897801846025e-06,0.30799650335095535,4.923543261920836e-06,0.011595910126714773,0.00013513465855210743,0.0007923381946922707,0.2110179478678302
ACACT1r,3100.8500000003287,0.0031701181096213914,4.170682839158325e-06,0.3807049138152817,7.569012090925817e-06,0.011600028059637972,0.00013513450354316338,0.000794987665725247,0.2110179478678302
ACACT1rm,2512.1928571426006,0.00020808106799123538,1.0829975342974814e-06,0.3034615700106636,1.951357687092524e-06,0.011595329442108098,0.00013513460980189336,0.0007919107578007328,0.2110179478678302
ACACT1x,2352.6642857141123,9.64737853047978e-06,3.911879238302837e-07,0.29160919087218695,6.601363189740575e-07,0.011585636183990567,0.0001351346149097544,0.0007783684818608308,0.2110179478678302
ACACt2,4105.55000000019,0.024506229324516828,0.0009582407362596581,0.48502130449033104,0.0008576750286202418,0.011729314780631541,0.00013513598359954297,0.0008091883039657406,0.2110179478678302
ACACt2m,4308.34999999998,0.02506590618939345,0.0022060640831865377,0.4977798708288482,0.001985926812576824,0.01177706550430726,0.000135136513462453,0.0008100009498464162,0.2110179478678302
ACACT4p,2353.4976190474454,9.692173146532854e-06,1.4952975394199805e-06,0.2916551696952974,1.792696516821293e-06,0.011585751882648442,0.00013513471892113855,0.000778571301919247,0.2110179478678302
ACACT5p,2353.1642857141123,9.652951523232905e-06,7.193302829339725e-07,0.2916206842188239,1.1128189425573973e-06,0.011585751996246143,0.0001351346271453711,0.0007785717980348866,0.2110179478678302
ACACT6p,2353.1642857141123,9.65295162571828e-06,7.193302829339725e-07,0.2916206842188239,1.1128189425573973e-06,0.011585751997403013,0.00013513462703667166,0.0007785718210480363,0.2110179478678302
ACACT7p,2353.1642857141123,9.652905800939956e-06,7.255012705819105e-07,0.2916206842188239,1.1209201863807154e-06,0.011585751995085627,0.00013513462725604685,0.0007785717953122231,0.2110179478678302
ACACT8p,2833.316666666703,3.046792979182664e-05,1.7761788428239387e-05,0.3533935138749582,3.546451071351605e-05,0.011585869555953846,0.0001351346800651494,0.000778825979889057,0.2110179478678302
ACACT9p,2352.1642857141123,9.596250798050638e-06,3.5726114484657177e-07,0.29159769843146527,5.844694187276182e-07,0.011585520248700467,0.00013513460862021482,0.0007781613655038558,0.2110179478678302
ACACtx,2829.350000000071,7.627268138771425e-05,3.861731807241727e-05,0.3589830672941633,6.169489551549281e-05,0.01157032759830226,0.0001351341895596488,0.0005862810069334375,0.2110179478678302
ACALDt,2663.2833333332233,0.0001281762047205409,0.00027030679821597503,0.33885962903595146,0.0002703067982159753,0.01156998480536351,0.00013513550344710327,0.0005362276023405893,0.2110179478678302
ACALDtm,2766.816666666648,0.0001295467082749108,9.840905964025543e-07,0.35004967592373565,9.515903739982797e-06,0.011569985527633058,0.00013513415427184107,0.0005508374691171128,0.2110179478678302
ACALDtr,2737.466666666615,0.00012828135448163437,2.127605909100314e-05,0.3471915911970344,3.278066364316991e-05,0.011570217475876205,0.0001351341767762119,0.0005759117337594198,0.2110179478678302
ACALDtx,2700.9666666665707,0.00012819010372837548,5.429443564909903e-06,0.34297501506512773,1.0533848628888065e-05,0.011569985033836598,0.00013513415892075874,0.0005507912432667746,0.2110179478678302
ACCOAC,4313.966666666623,0.026253740114017588,0.007605421145741859,0.5001351899418683,0.006894818195260036,0.011775171787360438,0.00013513682713425313,0.0008099754640867012,0.2110179478678302
ACCOACm,3212.30952380986,0.0019406651291336504,0.0003520874228235656,0.37389458790237,0.00046291579970910725,0.011642552120096362,0.00013513546220507197,0.0008050224878380231,0.2110179478678302
ACCOAgt,2796.0833333333617,0.0003537504423606234,6.264302889610178e-05,0.35476601457614115,8.808291928267434e-05,0.011572553722352998,0.00013513435544168257,0.0006920801631899777,0.2110179478678302
ACCOAL,3640.56666666693,0.009568967358676217,0.00048062356754429873,0.4376552703182302,0.000589630446269792,0.011652636979439935,0.00013513565439570273,0.0008059895172919804,0.2110179478678302
ACCOALm,3210.076190476522,0.0018903175146335886,0.00015511371686962065,0.37310271796681965,0.00014572916697571306,0.011645796191867772,0.000135135785304306,0.0008053310484188838,0.2110179478678302
ACCOAtn,2803.016666666699,0.00035375050403907096,7.936290605619599e-05,0.3549702552293226,0.00011927424309873457,0.011572553803394656,0.00013513417994150706,0.0006926681871064971,0.2110179478678302
ACCOAtr,2799.083333333361,0.00035375461711921084,1.237367929432779e-05,0.35454501892759593,1.4218745606080637e-05,0.011572438109562322,0.00013513395429217968,0.0006901977568723368,0.2110179478678302
ACETONEt2,4099.216666666857,0.02450430590729158,0.0008069879128333883,0.48451312946107,0.0007357885532995375,0.011728041688674673,0.0001351364037272949,0.0008091584290427376,0.2110179478678302
ACETONEt2m,4301.016666666657,0.02506380268852629,0.0016284022921491859,0.49717779868297274,0.0014196424287064907,0.011775560867254996,0.00013513632685941248,0.0008099807608356111,0.2110179478678302
ACGAGBSIDEtg,2010.7630952381735,4.3742344109206905e-08,1.459581648650165e-05,0.25951387183893937,1.8714377015998374e-05,0.011568700178152891,0.00013513446497517926,0.00016162098461687326,0.2110179478678302
ACGAGBSIDEtl,2041.4214285715004,1.5364811473984605e-07,9.781157999596267e-06,0.26583551898825136,2.1187754436389983e-05,0.01156870001955945,0.00013513447197197197,0.00016134034596286648,0.2110179478678302
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEte,1559.532539682805,3.179668398802522e-11,0.0002703067982159753,0.20479960141718334,0.00027030679821597574,0.011568699895339398,0.0001351358108108108,6.22638860152173e-05,0.2110179478678302
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEtg,1996.4988095238891,4.362621432092904e-08,0.0005405405207903675,0.25751775024363077,0.0005405405207903683,0.011568700176994311,0.00013513446499778469,0.00011541114577986524,0.2110179478678302
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEte,1559.532539682805,3.179668398802522e-11,0.0002703067982159753,0.20479960141718334,0.00027030679821597574,0.011568699895339398,0.0001351358108108108,6.226388601521726e-05,0.2110179478678302
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEtg,1996.4988095238891,4.362621432092904e-08,0.0005405405207903675,0.25751775024363077,0.0005405405207903683,0.011568700176994311,0.00013513446499778469,0.00011541114577986517,0.2110179478678302
ACGALK,4115.716666666863,0.025370937842920938,0.00031744438443694566,0.4844179651695692,0.0002972841550776744,0.011733820536227508,0.0001351355878295367,0.000809283156476638,0.2110179478678302
ACGALK2,4046.1333333335383,0.0244269776849019,0.00030175837000281653,0.4777863877050239,0.00030039683872961514,0.011721200416628256,0.00013513567313315963,0.000808996226708226,0.2110179478678302
ACGALtlg,2585.5261904760464,3.5710605796168846e-05,2.342237647618912e-06,0.3306815642458101,6.320653036827786e-06,0.011568934515580713,0.00013513388406314968,0.0003209204157737702,0.2110179478678302
ACGALtly,2618.559523809381,3.719105893346066e-05,9.987099909636624e-06,0.332988298829883,1.3147784219278737e-05,0.011570789895373666,0.0001351342245794511,0.0006213784752904505,0.2110179478678302
ACGAM2E,2663.7833333332264,7.783110367640734e-05,2.5647684565030295e-07,0.33921694480102693,8.515896762518509e-07,0.011569517271991321,0.00013513403911576808,0.0004829016417634516,0.2110179478678302
ACGAM6PSi,4146.383333333511,0.024836776889970262,0.0003201866987414542,0.48980537534754404,0.0003042724741345236,0.011735137973200025,0.00013513588014723768,0.000809311956259522,0.2110179478678302
ACGAMK,4121.716666666859,0.02541004522929716,0.0005027663455724692,0.4852439664218258,0.000494994712402481,0.011734402918009054,0.00013513588736766723,0.0008092948663358262,0.2110179478678302
ACGAMPM,2689.1499999999305,4.804121441097128e-05,1.8221253478754928e-09,0.34375580747073037,1.9375223611466757e-09,0.011568935842576416,0.00013513379471598574,0.00032429048973614874,0.2110179478678302
ACGAMtly,2709.599999999905,5.1772286009066926e-05,2.2683113154024266e-05,0.34229274611398963,4.134746566487976e-05,0.011574616665189465,0.0001351344362168391,0.0007274812017118667,0.2110179478678302
ACGBGBSIDEtg,1856.580952381041,8.180176787842661e-09,8.204794677196253e-06,0.24243913627576263,1.1456574168014486e-05,0.011568699945145621,0.00013513449017199018,0.00015992724895155737,0.2110179478678302
ACGBGBSIDEtl,2020.6857142857782,1.5362215617323995e-07,1.3090696813676006e-05,0.26289795338260374,3.299478995298996e-05,0.011568700019557124,0.00013513447197197197,0.00016091100952183256,0.2110179478678302
ACGPID,3764.716666666921,0.014258943023493178,5.8170427198345153e-05,0.45058157237683455,6.231825673180038e-05,0.011672425726167458,0.00013513502062301034,0.0008072557574032169,0.2110179478678302
ACGSm,3192.292857143167,0.001832421936303682,0.00020580126409103688,0.3709143773811911,0.0002301957181077691,0.01164463253994132,0.00013513578336120892,0.0008052149795407965,0.2110179478678302
ACHEe,3084.3166666669845,0.0013298082720206777,0.0003494702250249068,0.3801376900945335,0.00038678044590226984,0.011593839730945535,0.00013513620418769632,0.0007905700042055492,0.2110179478678302
ACHtn,2743.4333333333016,2.372354883836993e-05,1.2732637852800798e-05,0.34948750649473337,3.279081164762609e-05,0.011569397665374622,0.00013513418523139592,0.00045605936945068666,0.2110179478678302
ACHVESSEC,4361.183333333184,0.028959796370096193,0.0009290149494500382,0.5096432015429122,0.0008572007344384011,0.01177734929716788,0.00013513633426250383,0.0008100054909359373,0.2110179478678302
ACITL,3642.400000000265,0.009680363211651158,0.0004656152698079625,0.4375258707350245,0.0006202676449515806,0.011653575438366818,0.00013513548226997592,0.0008060653196904108,0.2110179478678302
ACN13ACNGALGBSIDEte,1552.1408730161409,3.167317655524294e-11,0.00027030679821597476,0.20419483924382503,0.0002703067982159751,0.011568699895338588,0.0001351358108108108,6.221702384006533e-05,0.2110179478678302
ACN13ACNGALGBSIDEtg,1982.3416666667447,4.358374221738267e-08,0.0005405405207903664,0.2565622941156073,0.000540540520790367,0.01156870009591591,0.00013513446722584655,0.00011525024187421366,0.2110179478678302
ACN23ACNGALGBSIDEte,1552.1408730161409,3.167317655524294e-11,0.00027030679821597476,0.20419483924382503,0.0002703067982159751,0.011568699895338588,0.0001351358108108108,6.221702384006541e-05,0.2110179478678302
ACN23ACNGALGBSIDEtg,1982.3416666667447,4.358374221738267e-08,0.0005405405207903664,0.2565622941156073,0.000540540520790367,0.01156870009591591,0.00013513446722584655,0.00011525024187421399,0.2110179478678302
ACNACNGAL14ACGLCGALGLUSIDEte,1552.1408730161409,3.167317655524294e-11,0.00027030679821597476,0.20419483924382503,0.0002703067982159751,0.011568699895338588,0.0001351358108108108,6.221702384006537e-05,0.2110179478678302
ACNACNGAL14ACGLCGALGLUSIDEtg,1982.3416666667447,4.358374221738267e-08,0.0005405405207903664,0.2565622941156073,0.000540540520790367,0.01156870009591591,0.00013513446722584655,0.0001152502418742138,0.2110179478678302
ACNACNGALGBSIDEte,1552.1408730161409,3.167317655524294e-11,0.00027030679821597476,0.20419483924382503,0.0002703067982159751,0.011568699895338588,0.0001351358108108108,6.221702384006546e-05,0.2110179478678302
ACNACNGALGBSIDEtg,1982.3416666667447,4.358374221738267e-08,0.0005405405207903664,0.2565622941156073,0.000540540520790367,0.01156870009591591,0.00013513446722584655,0.00011525024187421428,0.2110179478678302
ACNAM9PL,3810.3833333335742,0.014966817669035041,6.732207287887721e-05,0.4550990281707467,7.570292645226713e-05,0.011679206888270705,0.00013513499774857397,0.0008075914473745548,0.2110179478678302
ACNAM9PL2,3812.5500000002407,0.015002098259781594,0.00011689553488713392,0.45523903279394573,0.00013278247045319896,0.011679672758900967,0.00013513522502499653,0.0008076123519702214,0.2110179478678302
ACNAMlt,4115.066666666859,0.0244788854218167,0.0032323095950058103,0.48521214505869237,0.0029541654980766788,0.01173233580636629,0.00013513572945511164,0.0008092551140583279,0.2110179478678302
